specimen.id,species,caste,image.initials,digitizer,its.mm,body.length.mm,l1_femurL_1,l1_femurL_2,l1_femurW_1,l1_femurW_2,l1_tibiaL_1,l1_tibiaL_2,l1_tibiaW_1,l1_tibiaW_2,l1_btarsL_1,l1_btarsL_2,l1_btarsW_1,l1_btarsW_2,l2_femurL_1,l2_femurL_2,l2_femurW_1,l2_femurW_2,l2_tibiaL_1,l2_tibiaL_2,l2_tibiaW_1,l2_tibiaW_2,l2_btarsL_1,l2_btarsL_2,l2_btarsW_1,l2_btarsW_2,l3_femurL_1,l3_femurL_2,l3_femurW_1,l3_femurW_2,l3_tibiaL_1,l3_tibiaL_2,l3_tibiaW_1,l3_tibiaW_2,l3_btarsL_1,l3_btarsL_2,l3_btarsW_1,l3_btarsW_2,notes
MY180703-003,terricola,W,DY,PF,4.326,21.877,2.209,2.223,0.591,0.63,1.862,1.654,0.56,0.622,1.456,1.467,0.432,0.438,2.741,2.656,0.942,0.93,2.081,2.389,0.802,0.803,2.076,2.16,0.5,0.571,2.723,2.853,0.83,0.918,3.647,3.427,1.067,1.137,2.249,2.406,0.668,0.866,
MY180703-004,terricola,W,PF,DMO,5.168,20.046,,,,,,,,,,,,,3.059,3.665,1.1,1.155,2.577,2.949,0.84,0.849,2.591,2.717,0.521,0.648,3.611,3.633,1.17,1.028,3.977,4.137,0.922,1.278,2.816,2.425,1.002,1.153,
MY180703-005,terricola,W,PF,DMO,4.56,18.668,2.557,2.492,0.644,0.869,2.045,2.152,0.56,0.57,1.817,1.695,0.51,0.55,3.339,,1.157,,2.69,,0.876,,2.398,,0.503,,3.651,3.737,1.241,1.283,4.077,4.006,0.928,1.052,2.555,2.466,0.823,0.894,
MY180703-007,impatiens,W,CL,DMO,4.755,18.119,2.626,2.627,0.804,0.792,2.094,1.858,0.625,0.738,1.609,1.821,0.456,0.652,3.159,3.374,1.162,1.247,2.892,2.271,1.068,0.9,2.627,2.68,0.748,0.855,3.269,,1.047,,3.794,2.971,0.895,0.92,2.67,3.22,0.651,0.975,
MY180719-003,impatiens,W,CL,DMO,3.968,,2.526,,0.684,,2.037,1.923,0.694,0.748,1.514,1.726,0.606,0.432,2.985,3.108,0.934,1.083,2.569,2.52,0.845,0.908,2.542,2.347,0.763,0.722,3.307,3.315,0.998,1.043,3.608,3.578,1.436,1.161,2.309,2.369,0.889,0.91,
MY180731-001,vagans,W,DY,DY,2.888,,,2.144,,0.567,1.656,1.553,0.597,0.554,1.527,1.831,0.404,0.448,2.343,3.198,0.974,0.816,2.042,2.099,0.791,0.702,2.137,2.139,0.591,0.627,2.743,2.723,0.992,0.85,3.102,3.133,1.219,1.023,1.91,2.22,0.925,0.849,
MY180731-003,vagans,W,CL,DMO,4.105,19.246,2.485,2.59,0.747,0.643,1.912,2.202,0.492,0.659,1.758,1.548,0.401,0.394,2.992,2.355,1.152,1.071,2.664,2.418,0.909,0.929,2.45,2.535,0.801,0.792,,4.119,,1.061,3.897,3.729,1.446,1.019,2.474,2.266,1.101,0.93,
MY180802-001,vagans,W,DY,DY,3.928,16.297,2.193,2.52,0.7,0.67,1.619,1.802,0.569,0.587,1.768,1.545,0.49,0.545,2.678,2.724,1.028,0.848,2.07,2.317,1.033,0.99,2.148,2.179,0.545,0.682,2.953,3.242,0.823,0.865,3.354,3.348,0.979,1.305,2.177,2.005,0.708,0.935,
MY180802-002,borealis,W,CL,DMO,5.143,24.794,3.303,3.211,0.898,0.872,2.773,2.547,0.796,0.775,2.01,1.959,0.558,0.486,3.886,3.981,1.467,1.433,3.17,3.028,1.332,0.854,3.127,3.24,1.141,1.013,4.349,4.604,1.703,1.389,4.551,4.771,1.512,1.455,3.113,3.1,1.269,1.21,
MY180814-009,vagans,W,PF,DMO,4.21,18.82,2.41,,0.695,,2.019,,0.545,,1.562,,0.401,,2.753,,0.952,,2.561,,0.762,,2.297,,0.454,,3.079,,0.938,,3.644,,0.965,,2.292,,0.712,,
MY180814-010,vagans,W,CL,DMO,4.626,17.748,2.4,2.235,0.653,0.692,2.068,2.18,0.627,0.545,1.697,1.645,0.483,0.48,2.958,,1.144,,2.504,,1.073,,2.352,,0.705,,3.013,,0.856,,3.663,,1.081,,2.483,,1.037,,
MY190620-008,vagans,M,DY,DY,,,2.936,2.786,0.589,0.578,2.156,1.916,0.531,0.627,1.677,1.599,0.413,0.351,3.1,2.716,1.049,0.874,2.438,2.341,0.827,0.74,2.539,2.898,0.547,0.427,3.156,3.112,0.91,0.913,3.557,3.46,0.857,0.88,2.75,2.626,0.764,0.784,
MY190709-001,vagans,W,CL,DMO,,,2.082,1.855,0.564,0.657,1.78,1.781,0.537,0.443,1.363,1.315,0.403,0.358,2.183,2.486,0.931,0.861,2.178,1.979,0.761,0.751,1.917,2.018,0.628,0.582,2.767,2.779,0.886,0.748,2.7,3.129,0.94,0.891,2.069,2.029,0.65,0.666,
NNK230629-001,impatiens,W,MEM,MEM,4.423952122,20.55119577,3.225707064,,0.774986695,,2.627263743,,0.730675511,,2.436670342,,0.634144302,,3.947595606,,1.47749943,,3.561231279,,1.03577891,,3.550220483,,0.832589523,,4.742260322,,1.501944424,,5.233703339,,1.644742645,,3.518516689,,1.234241238,,
NNK230713-001,vagans,W,MEM,MEM,3.576611867,11.35940226,1.665235373,,0.562957304,,1.484396579,,0.596191707,,1.317563398,,0.307456804,,2.014163556,,0.84314118,,1.765825644,,0.674660603,,1.972433222,,0.459557095,,2.416734007,,0.818110693,,2.926175766,,0.926673474,,2.050075666,,0.828435838,,
NNK230713-002,vagans,W,MEM,MEM,3.600761168,12.16317835,1.95190986,,0.531478608,,1.631055547,,0.566304983,,1.336592233,,0.266140593,,2.230006107,,0.945697717,,2.03140942,,0.789781606,,2.055603013,,0.542886294,,2.654642132,,0.78620598,,2.819386608,,1.028324566,,2.283679241,,0.87565198,,
NNK230730-003,vagans,W,MEM,MEM,,,1.834061906,,0.627293165,,1.470305486,,0.617534586,,1.399896041,,0.325427409,,2.356666618,,0.973047733,,2.182152802,,0.771429201,,1.982451823,,0.663059929,,2.70649323,,0.739271624,,2.998848367,,0.96979671,,1.931184842,,0.979020799,,
OW220614-001,impatiens,Q,MEM,MEM,6.84033714,24.08074187,3.560043298,,1.155480308,,3.239396042,,0.92993422,,2.86048461,,0.685825307,,4.461800216,,2.050509312,,4.012167976,,1.504987649,,4.063454439,,1.158033806,,5.243326209,,1.658053235,,6.349429626,,2.101451608,,4.356862527,,1.999006356,,
OW220614-002,bimaculatus,Q,MEM,MEM,,,3.140321811,,1.000371335,,2.652408947,,0.719829471,,2.480584352,,0.526613835,,4.299829863,,1.512803026,,3.600689826,,1.330395382,,3.765010952,,0.780478487,,4.534901033,,1.470931426,,5.13977909,,1.540540685,,3.499738458,,1.672009369,,
OW220614-008,vagans,W,MEM,MEM,4.850690891,13.3413321,2.454449228,,0.734033111,,2.028794152,,0.698904576,,1.776537976,,0.452602389,,2.830371959,,1.126858554,,2.577349483,,0.871675,,2.562662977,,0.601694682,,3.361908805,,1.076933255,,3.991658903,,1.356285593,,2.719021341,,1.125733912,,
OW220614-012,bimaculatus,W,MEM,MEM,3.822457692,15.13545951,2.296991305,,0.738374671,,1.868158498,,0.7625673,,1.516143802,,0.506986508,,2.497063694,,1.116259626,,2.19383602,,1.095574277,,2.470769955,,0.878394397,,2.900851484,,1.126352556,,3.177649689,,1.322591913,,2.455160932,,1.080839358,,
OW220614-013,borealis,Q,MEM,MEM,,,3.440153822,,1.069508803,,2.769309633,,0.95394865,,2.547686592,,0.838123918,,3.865419595,,1.437366562,,3.843349342,,1.663581143,,3.757328271,,0.940091353,,4.762461828,,1.483138635,,5.551335569,,1.824814152,,3.407500431,,1.578408928,,
OW220614-014,impatiens,Q,MEM,MEM,,,3.377517955,,1.096526803,,3.105478324,,0.893547189,,2.773763099,,0.680438701,,4.45504225,,1.76649429,,3.957227602,,1.472430876,,4.124593134,,1.018571416,,5.20071547,,1.534030086,,6.247858574,,1.779285799,,3.980973945,,1.820236015,,
OW220614-016,impatiens,Q,MEM,MEM,5.787726667,26.54808639,3.481260566,,0.920220163,,2.873643392,,0.892878248,,2.711595007,,0.7017687,,4.110044293,,1.581578529,,4.108705315,,1.392536362,,4.1923057,,0.964063635,,5.228947259,,1.571097015,,6.086123017,,2.252031228,,4.032255069,,1.924313863,,
OW220614-021,bimaculatus,Q,MEM,MEM,6.778446759,24.8833514,3.483893442,,0.977881072,,3.003983428,,0.90954055,,2.868663876,,0.591461955,,3.887198251,,1.515787458,,3.930962777,,1.522935292,,3.671667668,,1.222242314,,4.950512953,,1.573794468,,5.290859389,,1.823186849,,4.01259912,,1.525163672,,
OW220614-026,impatiens,Q,MEM,MEM,7.255544247,27.88647811,3.640045639,,1.220628035,,2.844270021,,0.913594197,,2.800692305,,0.788808475,,4.422625577,,1.626171985,,4.066931977,,1.318829476,,3.991219415,,1.155994554,,4.837749348,,1.80591215,,5.819063735,,2.087227088,,4.190031032,,1.870826742,,
OW220708-002,ternarius,W,MEM,MEM,3.722843425,12.59089763,2.235480964,,0.669426766,,1.863825589,,0.573114122,,1.519143913,,0.531667009,,2.589925637,,1.080687288,,2.427843929,,0.742135998,,2.239204818,,0.566265198,,3.106554666,,0.959134561,,3.686477794,,1.083572846,,2.268636374,,1.017381783,,
OW220708-003,bimaculatus,W,MEM,MEM,,,2.810960263,,0.730802139,,2.302237851,,0.727450841,,2.065264748,,0.376654739,,3.449846855,,1.238757385,,2.838595492,,1.192767887,,2.957061855,,0.651980304,,3.668200354,,1.151439058,,4.226540433,,1.40088868,,2.923220091,,1.088641157,,
OW220708-006b,impatiens,W,MEM,MEM,3.938108913,13.83730648,2.33240716,,0.612464586,,1.997630888,,0.623780644,,1.658465754,,0.423710772,,2.553629818,,1.053960074,,2.253806137,,0.628011201,,2.525189556,,0.515532968,,3.07838813,,0.953272814,,3.725259429,,1.258364221,,2.896201233,,1.084747613,,
OW220708-008,bimaculatus,W,MEM,MEM,3.461193777,14.56010763,2.353404258,,0.695572498,,1.948052951,,0.68517831,,1.731760083,,0.335415235,,2.715585218,,1.156291471,,2.569597871,,0.89335985,,2.535073725,,0.518446698,,3.168815964,,1.103327979,,3.917026619,,1.336659597,,2.487271485,,1.106355252,,
OW220708-009,bimaculatus,W,MEM,MEM,2.999758261,14.39304616,2.226545031,,0.621855309,,1.886612951,,0.565744454,,1.760554419,,0.39705738,,2.748646497,,1.060772215,,2.354643363,,0.801723104,,2.526564665,,0.46955208,,3.011502508,,1.024426693,,3.818057864,,1.143264116,,2.527699099,,0.999856378,,
OW220708-011,bimaculatus,W,MEM,MEM,4.73543665,16.63561662,2.638613066,,0.850273681,,2.224937605,,0.865516244,,2.078290862,,0.310817614,,3.310223122,,1.233271206,,2.810437353,,1.132036162,,2.879200274,,0.878611138,,3.802532215,,1.168005613,,4.671288709,,1.394357145,,2.776840515,,1.343225468,,
OW220728-003,griseocollis,M,MEM,MEM,NA,18.235219,2.753731016,,0.741959614,,2.156038591,,0.578935173,,2.199858422,,0.305332161,,3.711013157,,1.038096506,,2.744689002,,0.818740102,,3.367066344,,0.361406876,,3.904984054,,1.130224335,,4.674863347,,1.039941033,,3.230795755,,0.720241266,,
OW220728-004,griseocollis,M,MEM,MEM,178.7113333,6.165322475,2.899166304,,0.810003626,,2.411787204,,0.545584444,,2.051151135,,0.384932498,,3.564998854,,1.117641116,,3.117731322,,0.797592909,,3.721553585,,0.538748536,,4.243685941,,1.269524914,,4.723493041,,1.217257013,,3.481187271,,0.885940113,,
PF190709-001,vagans,W,CL,DMO,4.010070567,14.53396301,2.463,,0.613,,1.877,,0.608,,1.659,,0.548,,2.763,2.84,1.079,1.007,2.564,2.57,0.812,0.725,2.514,2.489,0.526,0.575,,3.075,,1.015,3.889,3.754,0.803,1.11,2.459,2.5,0.684,0.963,
PF190709-002,vagans,W,CL,DMO,4.109,15.937,1.944,2.133,0.508,0.641,1.775,1.72,0.641,0.581,1.508,1.526,0.436,0.485,2.302,2.21,0.906,0.932,1.824,2.143,0.848,0.836,2.105,2.013,0.632,0.62,2.69,,0.881,,3.05,2.843,0.944,1.017,1.944,2.03,0.703,0.874,
PF190709-003,rufocinctus,W,CL,DMO,4.215,16.022,1.862,,0.605,,1.838,,0.562,,1.435,,0.409,,2.187,2.786,1.013,1.041,2.183,2.131,0.839,0.712,2.164,2.06,0.641,0.631,2.42,2.831,0.923,0.93,2.89,2.611,1.041,0.99,2.431,2.316,0.881,0.697,
PF190709-005,impatiens,W,CL,DMO,4.582,18.822,1.967,2.105,0.647,0.67,2.055,2.117,0.728,0.44,1.681,1.678,0.471,0.443,,2.797,,1.197,,2.699,,0.77,,2.449,,0.753,3.62,3.023,0.986,0.899,3.882,3.812,1.182,1.109,2.486,2.335,0.948,0.682,
PF190709-007,vagans,W,CL,DMO,4.904,20.78,,2.565,,0.733,,2.197,,0.529,,1.662,,0.436,2.503,3.373,1.184,1.166,2.735,2.476,0.965,1.113,2.557,2.602,0.896,0.815,2.892,,0.952,,3.945,3.687,1.405,1.398,2.436,2.574,1.285,1.156,
PF190709-008,bimaculatus,W,DY,DY,4.552,21.459,2.645,,0.836,,2.104,,0.613,,1.91,,0.591,,3.352,,1.337,,2.589,,1.015,,2.764,,0.808,,3.391,2.594,1.328,1.137,3.675,4.267,1.514,1.122,2.85,2.73,1.34,1.122,
PF190709-009,bimaculatus,W,CL,DMO,4.248,17.896,2.034,1.904,0.561,0.724,1.966,1.902,0.652,0.721,,,,,2.597,3.186,1.117,1.125,2.389,2.611,1.062,0.96,2.662,2.609,0.75,0.625,3.142,3.918,1.104,1.037,3.383,3.399,1.131,1.088,2.309,2.439,1.015,0.885,
PF190718-001,vagans,W,CL,DMO,4.130249978,16.25547884,,,,,,,,,,,,,2.515,2.72,1.008,0.851,2.45,2.371,0.802,1.042,2.193,2.014,0.736,0.762,,,,,3.359,3.026,1.191,1.064,2.033,1.93,0.988,0.943,Very hariy legs. Hard to see clear edges.
PF190724-001,bimaculatus,W,DY,DY,5.58,24.069,3.2,,0.87,,2.385,,0.823,,2.231,3.256,0.682,1.049,3.762,,1.476,,2.874,,1.47,,3.229,,1.051,,5,3.905,1.372,1.42,4.719,4.523,1.522,1.033,3.123,3.303,1.283,1.155,
PF190724-002,impatiens,W,CL,DMO,4.788,20.199,2.577,2.522,0.736,0.767,2.303,2.012,0.763,0.718,1.932,1.908,0.679,0.606,3.491,3.386,1.203,1.328,2.837,3.057,0.892,0.892,3.077,2.898,0.738,0.831,3.674,3.967,1.034,1.223,4.064,4.19,1.042,1.254,2.848,2.876,0.825,1.176,
PF190724-003,impatiens,W,CL,DMO,5.169,21.195,,2.544,,0.621,2.334,2.207,0.652,0.526,1.804,1.914,0.578,0.598,3.134,3.084,1.183,1.119,2.695,2.84,0.904,0.996,2.294,2.893,0.923,0.855,3.686,4.136,1.033,1.309,4.311,4.434,1.296,1.367,3.055,2.986,0.946,1.223,
PF190724-004,impatiens,W,CL,DMO,4.091,16.165,2.503,2.485,0.697,0.702,2.044,2.05,0.637,0.611,1.786,1.68,0.406,0.427,2.801,2.862,1.012,0.959,2.513,2.532,0.884,0.839,2.284,2.212,0.631,0.73,3.814,3.04,1.068,1.006,3.803,3.671,1.188,1.354,2.476,2.523,1.13,1.276,
PF190724-005,ternarius,W,CL,DMO,3.39,15.436,1.964,,0.607,,1.751,,0.564,,1.394,,0.449,,2.306,,0.915,,2.183,,0.838,,2.077,,0.636,,2.566,3.392,0.842,0.751,3.154,3.203,0.659,0.793,2.163,2.169,0.609,0.903,
PF190724-006,vagans,W,CL,DMO,4.272229783,18.97033069,2.108,,0.556,,1.792,,0.529,,1.676,,0.514,,2.43,2.767,1.055,1.024,2.365,2.111,0.862,0.812,2.292,2.248,0.654,0.55,3.095,3.14,0.998,0.612,3.005,3.429,0.943,0.946,2.458,2.19,0.855,0.766,
PF190724-007,impatiens,Q,CL,CL,6.784,29.974,3.174,3.477,0.795,0.961,3.02,3.013,0.775,0.817,2.623,2.589,0.759,0.822,3.916,4.279,1.399,1.514,3.266,3.276,1.24,1.153,3.722,3.894,0.808,0.884,4.84,5.035,1.34,1.404,5.281,5.295,1.533,1.354,3.777,3.557,1.368,1.192,
PF190724-008,bimaculatus,W,CL,DMO,4.141,18.397,2.34,,0.71,,2.017,,0.53,,1.613,,0.502,,3.027,2.743,1.083,0.97,2.31,2.175,0.941,0.759,2.367,2.273,0.696,0.751,3.164,3.067,1.081,0.963,3.541,3.391,1.223,1.058,2.647,2.451,0.93,1.203,
PRM190709-001,borealis,W,PF,DY,4.955,20.119,2.722,3.237,0.785,0.797,2.263,2.226,0.739,0.754,1.829,1.99,0.6,0.835,4.082,3.935,1.439,1.334,2.447,2.742,0.983,0.957,2.755,2.203,0.785,0.652,3.542,,1.313,,3.805,,1.441,,2.628,,1.013,,
REA230629-002,vagans,W,MEM,MEM,4.754597409,18.37087121,2.674764762,,0.754899405,,2.220184162,,0.598161611,,2.048056331,,0.440355738,,3.336908578,,1.286209023,,2.84160075,,1.101765925,,2.800733269,,0.694256292,,3.692217233,,1.253157933,,4.376116402,,1.47678548,,2.938261837,,1.220694826,,
RGA190718-001,ternarius,W,CL,DMO,3.6,16.808,,,,,,,,,,,,,1.95,,0.813,,2.315,,0.725,,2.095,,0.574,,,,,,,,,,,,,,
RLR230713-001,vagans,W,MEM,MEM,NA,13.19226271,1.924866159,,0.5655046,,1.698119884,,0.512030198,,1.40907936,,0.424272726,,2.550895595,,0.926067546,,2.348812224,,0.863577301,,2.196746093,,0.719911801,,2.653919024,,0.876589296,,3.14206486,,1.105137651,,1.921479774,,0.855301889,,
TJ190529-001,impatiens,W,CL,DMO,7.424,33.812,3.545,,0.977,,3.496,,1.028,,2.944,,0.981,,3.958,4.201,1.929,1.686,3.579,4.596,1.458,1.294,3.597,3.254,0.98,1.036,6.373,5.697,1.645,1.925,6.259,5.988,2.618,1.909,4.006,3.402,2.058,1.589,
TWM180615-004,ternarius,W,CL,DMO,3.023,12.159,1.811,1.899,0.539,0.585,1.675,1.618,0.528,0.507,1.282,1.288,0.347,0.32,1.843,2.312,0.877,0.906,1.78,1.716,0.795,0.688,1.847,1.852,0.603,0.414,2.457,2.519,0.814,0.86,2.579,2.579,0.888,0.958,1.995,1.686,0.702,0.769,
TWM180626-006,ternarius,W,CL,DMO,4.171,17.149,2.278,2.146,0.567,0.621,1.836,1.908,0.642,0.58,1.57,1.594,0.438,0.369,2.507,,1.049,,2.417,,0.876,,2.097,,0.698,,2.781,2.624,1.074,1.016,2.851,3.267,0.979,0.883,2.132,2.439,0.862,0.953,
TWM180626-007,ternarius,W,CL,DMO,4.085,16.671,2.35,2.352,0.693,0.715,1.837,1.884,0.535,0.565,1.594,1.569,0.453,0.53,2.426,2.92,0.997,0.937,2.309,2.272,0.864,0.864,2.041,2.02,0.685,0.699,2.761,2.94,0.816,0.917,3.515,3.553,1.14,1.166,2.026,1.868,0.91,0.869,
TWM180626-008,vagans,W,CL,DMO,4.546,16.881,2.345,2.291,0.65,0.619,1.902,1.788,0.506,0.459,1.523,1.509,0.418,0.415,2.622,2.555,0.97,1.009,2.588,2.215,0.762,0.887,2.114,2.38,0.512,0.645,3.17,2.974,0.999,1.048,3.124,3.336,1.077,1.044,2.098,2.285,0.796,0.703,
TWM180626-010,vagans,W,CL,DMO,4.581,16.607,2.339,2.208,0.594,0.609,1.996,1.829,0.593,0.59,1.493,1.575,0.414,0.318,2.729,2.651,1.096,0.998,2.327,2.284,0.974,0.84,2.173,2.288,0.652,0.614,2.996,2.748,0.973,0.848,3.356,3.166,1.003,1.002,2.181,2.202,1.039,0.925,
TWM180703-001,terricola,W,CL,DMO,5.564,22.486,2.863,2.542,0.758,0.709,2.118,1.962,0.548,0.632,1.872,1.554,0.725,0.603,3.288,3.444,1.274,1.242,3.056,2.781,1.083,0.918,2.675,2.714,0.748,0.804,3.602,3.819,1.211,1.237,4.249,4.402,1.046,1.597,2.826,2.932,0.981,1.091,
TWM180703-004,borealis,W,PF,DMO,5.321,22.154,2.949,2.957,0.876,1.02,2.478,2.416,0.826,0.821,1.799,1.919,0.648,0.67,3.472,3.331,1.198,1.029,3,2.913,1.04,0.826,2.769,2.695,0.673,0.692,3.852,,1.227,,4.473,,1.373,,3.062,,1.12,,
TWM180711-014,impatiens,W,DY,DY,4.966,19.73,2.732,2.768,0.742,0.738,1.953,2.069,0.675,0.696,1.789,1.912,0.739,0.622,3.967,4.017,1.118,1.138,2.43,2.4,0.978,0.902,2.648,2.36,0.87,0.776,3.364,,1.028,,4.033,4.111,1.579,1.633,2.613,2.522,1.187,1.241,
TWM180724-027,borealis,W,PF,DMO,4.964,20.928,2.864,,1.087,,2.545,,0.736,,2.29,,0.546,,2.981,,0.85,,2.527,2.62,0.737,0.945,1.975,,0.415,0.504,3.899,3.428,1.305,1.147,4.164,,1.439,,2.914,2.739,1.144,,
TWM180731-002,impatiens,W,CL,DMO,,,,2.205,,0.534,,2.296,,0.632,,1.962,,0.656,2.842,3.033,1.068,1.02,2.462,2.341,0.832,0.811,2.232,2.465,0.657,0.749,3.249,,0.97,,3.711,3.552,1.108,1.185,2.59,2.353,1.07,1.18,
TWM180731-003,impatiens,W,CL,DMO,3.652,17.009,2.226,2.377,0.563,0.597,1.911,1.899,0.618,0.621,1.632,,0.477,,2.591,,1.012,,2.164,,0.997,,2.358,,0.789,,3.007,2.988,1.086,1.108,3.294,3.365,1.258,1.184,2.364,2.074,1.106,1.2,
TWM180731-004,impatiens,W,CL,DMO,3.779,16.184,2.114,,0.516,,1.839,,0.563,,1.62,,0.476,,2.412,,0.866,,1.56,,0.936,,2.078,,0.635,,,,,,1.962,2.996,1.034,1.077,2.253,2.277,0.641,0.964,
TWM180802-002,vagans,W,CL,DMO,3.985,18.422,,2.361,,0.597,1.86,1.881,0.663,0.491,1.768,1.696,0.462,0.402,3.011,2.739,1.065,0.922,2.397,2.381,0.804,0.736,2.365,2.318,0.611,0.817,2.811,3.202,0.904,1.018,3.516,3.626,0.994,1.032,2.245,2.181,0.917,1.035,
TWM180802-006,borealis,W,CL,DMO,4.925,23.185,2.98,2.983,0.721,0.782,2.313,2.275,0.752,0.873,1.569,1.907,0.486,0.496,2.746,3.608,1.386,1.559,3.066,3.05,1.078,1.131,3.202,2.933,0.625,0.656,4.168,4.314,1.283,1.298,4.692,4.577,1.366,1.318,3.128,3.251,0.892,0.991,
TWM180814-001,perplexus,W,,DRA,4.366,19.586,,,,,,,,,,,,,,,,,,,,,,,,,3.492617319,,1.179463787,,4.072543229,,1.112141859,,3.241060604,,0.883691721,,
TWM180814-002,borealis,W,DY,DY,4.934,20.144,2.734,3.056,0.74,0.833,1.75,1.936,0.644,0.632,1.571,1.842,0.545,0.488,3.396,3.885,1.437,1.25,2.394,2.532,0.791,0.943,2.197,2.439,0.771,0.742,3.002,3.466,1.175,1.262,3.643,4.157,1.291,1.514,2.523,2.389,0.968,0.988,
TWM180814-016,impatiens,W,CL,DMO,4.827,18.687,2.483,2.519,0.71,0.693,1.985,2.135,0.65,0.73,1.653,1.9,0.61,0.61,2.773,2.858,1.159,1.166,2.681,2.665,0.92,1.026,2.555,2.773,0.748,0.874,2.905,3.175,1.075,1.083,3.38,3.849,1.227,1.175,2.545,2.347,0.977,1.172,