specimen.id,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,m13,m14,m15,digitizer,species.det,provisional.species,caste,its,body.length,scale,name,description
JL190619-010,2.143663491,0.869979305,2.820954918,0.207424818,0.107452348,1.772660413,0.34258266,0.737395677,0.216318424,0.2538424,2.180286446,0.324982544,2.82663024,0.65597708,0.423269571,DRA,ternarius,ternarius,W,4.088422893,16.95784212,310.215,m01,Mentum length
JL190628-001,2.07641212,0.862747563,3.058899218,0.207380849,0.111768871,1.881082323,0.344718425,0.701559023,0.230446968,0.361307947,2.187948533,0.309200497,2.81674131,0.629155564,0.462699948,DRA,ternarius,ternarius,W,3.872695844,16.20474329,313.132,m01,Mentum length
JL190703-005,2.210178829,0.988163605,2.906872538,0.22968479,0.120176489,1.898154894,0.290873279,0.763243821,0.224767022,0.370218677,2.188986765,0.423060897,2.828008113,0.673520678,0.586649115,DRA,ternarius,ternarius,W,4.042851311,17.13522261,153.834,m01,Mentum length
JL190703-006,2.100390624,0.932460726,2.748058967,0.223550853,0.097104299,1.832674765,0.351002626,0.717620385,0.220182974,0.310785296,2.216631363,0.369762108,2.707522002,0.605638164,0.408182531,DRA,ternarius,ternarius,W,3.670808725,19.99203011,158.055,m01,Mentum length
JL190703-011,2.111214467,0.934532474,2.568664558,0.222522531,0.114616639,1.798237509,0.366815806,0.691584139,0.22781485,0.299291572,2.217796641,0.296056944,2.571869253,0.719473657,0.555581755,DRA,ternarius,ternarius,W,3.310388184,16.55741627,152.676,m01,Mentum length
JL190711-001,2.123356828,0.934237454,2.800720406,0.22393918,0.107148478,1.890875704,0.373448473,0.703030762,0.213784786,0.293506099,2.182652594,0.42990206,2.716713421,0.648877687,0.474584984,DRA,ternarius,ternarius,W,3.664677013,16.55421453,298.651,m01,Mentum length
JL190716-001,2.078156644,0.898444347,2.691999231,0.202504354,0.099936906,1.752682541,0.339217153,0.674117461,0.208608837,0.275072855,1.960868315,0.347323904,2.580772559,0.640388294,0.48017013,DRA,ternarius,ternarius,W,3.739446411,15.73362433,161.347,m01,Mentum length
JL190716-002,1.97014667,0.863441189,2.618634851,0.199784289,0.097568197,1.544455219,0.34342649,0.685620438,0.204766314,0.332970825,2.064101429,0.229561961,2.521540772,0.512030034,0.449361967,DRA,ternarius,ternarius,W,3.820895522,15.21150733,157.155,m01,Mentum length
JL190716-006,2.253144649,0.971904841,3.111030266,0.228436961,0.138206785,1.937137313,0.36906452,0.708189279,0.221788821,0.323058649,2.287685795,0.290718883,2.89331758,0.662444869,0.517503012,DRA,ternarius,ternarius,W,4.026626016,18.77887119,150.233,m01,Mentum length
JL190716-007,1.878393564,0.804407895,2.452325516,0.209647632,0.085677365,1.580553919,0.327216125,0.650842013,0.219542861,0.288443559,1.998542168,NA,2.446690669,0.526275759,0.419644391,DRA,ternarius,ternarius,W,3.496858609,16.17474716,311.634,m01,Mentum length
JL190716-008,2.107548007,0.943983982,2.800660703,0.210316544,0.121123742,1.682579933,0.34294003,0.716256463,0.235460036,0.343785244,2.157586157,0.327077854,2.676473823,0.660458845,0.447738524,DRA,ternarius,ternarius,W,3.983727938,15.80038517,298.031,m01,Mentum length
JL190716-009,1.713441754,0.677588298,2.033949998,0.172600405,0.061004392,1.350254913,0.290171952,0.503517279,0.166677122,0.270146843,1.724170252,0.239281911,2.098923553,0.54742734,0.367067034,DRA,ternarius,ternarius,W,4.842972418,20.16493871,309.09545,m01,Mentum length
JL190724-002,2.342864163,1.047188322,3.058125106,0.209138474,0.129555264,2.003114098,0.365107841,0.756670347,0.190414015,0.340882407,2.383655604,NA,2.903813059,0.636163789,0.506414292,DRA,ternarius,ternarius,W,4.415349985,15.25223119,158.521,m01,Mentum length
JL190724-004,2.275488411,0.960047798,3.081360537,0.213508503,0.108132954,1.957932296,0.395037432,0.717300393,0.229427693,0.313545968,2.386890478,0.308312479,2.912627344,0.688096489,0.524589452,DRA,ternarius,ternarius,W,3.95985727,16.12122515,150.007,m01,Mentum length
JL190724-005,2.19535098,0.896274366,2.758731788,0.22093739,0.084771226,1.844598217,0.347710814,0.694980344,0.209327619,0.308131437,2.203845265,0.339670874,2.761654547,0.622319518,0.485531839,DRA,ternarius,ternarius,W,3.351557083,15.71945997,159.24,m01,Mentum length
JL190809-001,2.028622645,0.899680842,2.742441633,0.185057285,0.084178924,1.76527899,0.335560542,0.652657158,0.214411336,0.315922593,2.048448724,0.319607315,2.502218837,0.67164159,0.436228698,DRA,ternarius,ternarius,W,3.54655647,14.08792134,302.609,m01,Mentum length
JL190809-002,2.087753308,0.874352319,2.752458606,0.190499685,0.096697455,1.843937153,0.303583858,0.608618794,0.170097908,0.222416047,2.227283392,0.358333323,2.651599011,0.641143208,0.462506615,DRA,ternarius,ternarius,W,3.842310846,16.64336896,317.44,m01,Mentum length
JL190809-004,2.077703575,0.828334439,2.805895771,0.218214469,0.103094991,1.870317403,0.311756327,0.692552462,0.189612724,0.280222859,2.251253614,0.249703359,2.615172006,0.624941789,0.461408373,DRA,ternarius,ternarius,W,3.717006783,15.09278439,304.408,m01,Mentum length
JL190809-006,2.297178227,0.899628699,2.841750493,0.229221996,0.127458812,1.975179915,0.357926696,0.734631402,0.211697553,0.347549,2.370035469,0.347380755,2.889403691,0.701419408,0.489618382,DRA,ternarius,ternarius,W,3.891659445,17.38042159,303.366,m01,Mentum length
JL190809-007,1.955396714,0.820965426,2.650506288,0.194409044,0.072925249,1.787865774,0.307387656,0.661941816,0.179240324,0.254570507,2.024007306,0.259673783,2.467057545,0.608366652,0.433503537,DRA,ternarius,ternarius,W,3.397214956,13.43358148,349.307,m01,Mentum length
MY190619-003,2.341859796,0.916235313,3.033903314,0.21936779,0.148120337,1.938977326,0.387237993,0.766421746,0.236396519,0.324439091,2.323477279,0.36088329,2.852213995,0.690380877,0.561992242,DRA,ternarius,ternarius,W,3.506699781,15.86588249,158.555,m01,Mentum length
FJ190628-008,2.675557627,0.906523463,NA,0.234796596,NA,2.377536411,0.473147437,0.889028673,0.243229832,0.387259474,2.746046533,0.392941378,3.766710114,0.769364478,0.565168761,DRA,bimaculatus,bimaculatus,W,4.263,18.431,260.60101,m01,Mentum length
FJ190822-008,2.635944822,0.872164013,NA,0.217888247,NA,2.687287084,0.433597569,0.8624894,0.191344705,NA,2.827678789,0.290431541,NA,0.629819955,0.500783745,DRA,,bimaculatus,M,3.987,18.367,245.07958,m01,Mentum length
JL190731-005,2.774315097,0.944002565,4.263737405,0.247216031,0.111217882,2.909386832,0.486937649,1.024381543,0.238800537,0.405985795,2.891273953,0.36921596,3.913399386,0.763703321,0.62624719,DRA,bimaculatus,bimaculatus,W,4.693,18.362,103.12883,m01,Mentum length
PF190709-006,3.420884938,1.344060315,5.167755023,0.317281614,0.19228873,2.545257526,0.496356274,0.953895267,0.276744447,0.593394443,3.398401447,0.6368663,4.580175446,0.8207813,0.755960138,DRA,impatiens,impatiens,Q,6.963,31.95,95.38999,m01,Mentum length
DRA190709-005,2.314781744,0.86805323,NA,0.238870399,NA,2.093724807,0.400755961,0.453260674,0.218030184,NA,2.332046828,0.287333805,3.009266232,0.642474224,0.488679991,DRA,impatiens,impatiens,W,4.735,18.494,313.37872,m01,Mentum length
FJ190709-008,2.298864188,0.900247296,3.250278835,0.230465883,0.101221151,2.19214797,0.415232654,0.567902594,0.230308429,NA,2.181238704,0.295823048,3.089894071,0.669761931,0.557737229,DRA,impatiens,impatiens,W,4.715,18.478,156.55315,m01,Mentum length
FJ190711-010,2.481160244,1.000821768,3.425016085,0.241496899,0.105557387,2.249339942,0.347757665,0.828162608,0.221970733,NA,2.378640248,0.32460083,3.266699749,0.678205178,0.494833549,DRA,impatiens,impatiens,W,4.675,18.02,127.88276,m01,Mentum length
JL190731-002,2.545505208,0.951266022,NA,0.251411529,NA,2.420711786,0.373619538,NA,0.243837157,NA,2.574567259,0.345540245,NA,0.714470568,0.513001218,DRA,impatiens,impatiens,W,4.933,18.322,137.68402,m01,Mentum length
JL190731-003,2.557462273,0.964257564,NA,0.267026782,NA,2.469422347,0.488304786,0.863421207,0.250149442,NA,2.673657615,0.356738873,3.461149507,0.707134941,0.563150327,DRA,impatiens,impatiens,W,5.028,19.64,149.33929,m01,Mentum length
PF190709-005,2.450901953,0.950077718,NA,0.246515433,NA,2.312795318,0.328096076,0.798747482,0.234710086,NA,2.50440323,0.345076733,3.192362037,0.736735991,0.577981078,DRA,impatiens,impatiens,W,4.582,18.822,160.67635,m01,Mentum length
JL190711-002,2.357624535,0.945056814,NA,0.245706932,NA,2.040644468,0.327246773,0.610559182,0.203849053,NA,2.014699935,0.439073478,3.065566759,0.68757425,0.502367474,DRA,ternarius,ternarius,W,4.443,18.35,154.6796,m01,Mentum length
PF190724-005,2.096484882,0.837764951,2.496591964,0.20427126,0.108686402,1.670114318,0.322092501,0.490206336,0.197482635,0.369156865,2.204803172,0.310049966,2.397944175,0.571250151,0.388714246,DRA,ternarius,ternarius,W,3.39,15.436,159.95138,m01,Mentum length
FJ190718-001,2.475323373,0.950176527,NA,0.225114811,NA,2.428280139,0.35725205,0.73328025,0.167868249,NA,2.542191821,0.258696709,3.361701682,0.570142936,0.550086672,DRA,,cf vagans,M,3.631,19.883,123.17648,m01,Mentum length
JL190718-002,2.354581746,0.881722244,NA,0.221282396,NA,2.26493067,0.368320066,0.743483017,0.161519045,NA,2.500396636,0.352834783,3.219090912,0.668772488,0.516079144,DRA,vagans,cf vagans,M,4.111,17.049,137.20382,m01,Mentum length
FJ190703-008,2.231412664,0.99537106,NA,0.227258525,NA,2.044873192,0.36753237,0.726330698,0.222910402,NA,NA,0.40617239,2.813194884,0.4626646,0.555443685,DRA,vagans,cf vagans,W,3.999,16.448,147.64071,m01,Mentum length
FJ190718-002,2.4243158,0.969120812,NA,0.242945605,NA,2.232640282,0.387094847,0.825239233,0.239357353,0.398017755,2.51809076,0.373603756,NA,0.720854464,0.590626968,DRA,perplexus,cf vagans,W,4.724,18.419,262.34498,m01,Mentum length
FJ190718-003,2.593341837,1.013207316,3.606749654,0.292812475,0.128940503,2.325379186,0.417958587,0.856346537,0.25753161,NA,2.663133776,0.350682355,3.496415026,0.744566004,0.596742047,DRA,perplexus,cf vagans,W,4.625,18.903,121.69543,m01,Mentum length
PF190709-002,2.170031654,0.908588667,NA,0.219476636,NA,1.956978731,0.359724277,0.700910099,0.213344922,0.310682995,2.226464041,0.32515709,2.872042151,0.599059671,0.524259692,DRA,vagans,cf vagans,W,4.109,15.937,160.06943,m01,Mentum length
AAL230713-001,2.350356069,1.084514367,3.886839772,0.200567118,0.100283559,1.954780523,0.297190648,0.635704637,0.165543838,0.276061205,1.952813333,0.289693727,2.714164105,0.456043777,0.645072298,DRA,vagans,cf vagans,W,3.002590823,11.36246985,173.35384,m01,Mentum length
ASD230629-001,4.26969461,1.050802498,NA,0.320520492,NA,4.244786995,0.375184269,1.132817784,0.253849256,NA,4.135720752,0.498909397,5.457662076,0.894028514,0.874862026,DRA,borealis,borealis,W,6.421636832,26.28249948,174.04597,m01,Mentum length
ASD230630-001,2.4794957,0.915249899,5.355978415,0.234232238,0.084867993,2.465107526,0.312017002,0.823248379,0.134175679,0.272670049,2.602361737,0.363871231,3.430649072,0.580514219,0.57324452,DRA,impatiens,bimaculatus,W,4.289283673,16.52577036,182.71046,m01,Mentum length
ASD230713-001,3.243404605,1.239326667,4.381159181,0.176057384,0.125314946,3.011767131,0.365418326,1.046851262,NA,0.322243258,3.161706747,0.424846596,4.024949754,0.695962448,0.685958337,DRA,vagans,cf vagans,W,4.964886306,15.67525772,180.015,m01,Mentum length
CAP220712-004,2.134373346,0.933995097,2.999187127,0.116418827,0.108622196,1.896793617,0.274928953,0.686107381,0.138111731,0.215422464,2.184513139,0.273328829,2.676241968,0.363980763,0.302979462,DRA,vagans,cf vagans,W,3.932402827,12.18458815,186.9666667,m01,Mentum length
DRA170916-003,2.970915684,1.064480213,7.726374252,0.233976489,0.113948157,3.498819394,0.377763117,1.014310156,0.209598574,0.394646232,3.741722637,0.328892294,4.679322232,0.703848036,0.569406316,DRA,rufocinctus,cf rufocinctus,W,3.919006328,16.19718895,176.01136,m01,Mentum length
DRA210812-001,2.396222574,0.862129368,3.797194177,0.20231794,0.174154317,2.321191674,0.334673056,0.835930175,0.203944252,0.243529417,2.35776479,0.214161512,3.176332792,0.577180713,0.52607697,DRA,rufocinctus,cf rufocinctus,W,3.289862146,13.35016217,178.28068,m01,Mentum length
DRA210812-005,2.603102267,1.179582839,5.807020522,0.267313493,0.084536698,2.651654728,0.48235105,0.947782478,0.151702925,0.34954116,2.695895601,0.46585685,3.626109146,0.756694961,0.818418034,DRA,perplexus,cf perplexus,W,4.844010563,15.4074878,185.6276667,m01,Mentum length
DRA210812-010,3.335389973,0.971783437,4.535153748,0.207171088,NA,3.179006564,0.419054539,0.921061542,0.190965554,0.399731511,3.232229859,0.446913403,4.251536521,0.508898647,0.567534385,DRA,borealis,borealis,M,4.498125021,15.76338714,178.0083333,m01,Mentum length
DRA210812-012,3.076364528,1.015153047,3.80489828,0.146123467,0.112722652,2.485356286,0.381702031,0.901003518,0.212640884,0.297905015,2.790477323,0.364878612,3.559384492,0.575435028,0.591604729,DRA,perplexus,cf perplexus,W,4.416855769,13.70641689,180.6743333,m01,Mentum length
DRA230629-001,3.985062436,NA,7.82499264,0.275270557,0.146487637,NA,NA,NA,NA,NA,NA,NA,5.362291204,1.018831326,NA,DRA,borealis,cf borealis,W,5.394189933,23.55372064,181.385,m01,Mentum length
DRA230713-001,4.094414122,0.894513554,7.978903212,0.315044596,0.115157492,4.028721118,0.271428856,1.143305244,0.20742566,NA,3.957280066,0.50611113,5.158599482,0.563108584,0.6272767,DRA,borealis,cf borealis,W,6.063940601,20.81087745,184.2103333,m01,Mentum length
FJ190711-003,2.542044841,1.102208394,NA,0.27044093,NA,1.919842036,0.333105841,0.855817591,0.207580075,0.299376243,NA,NA,NA,NA,NA,DRA,terricola,terricola,W,4.738546192,15.55191752,175.3566667,m01,Mentum length
FJ190711-004,2.296403292,NA,4.853113412,0.206754225,0.206754225,1.961442683,0.261525704,0.804544403,0.174879891,NA,NA,0.180053047,2.917767771,0.476977415,NA,DRA,terricola,terricola,W,5.624667985,14.73057584,264.0303,m01,Mentum length
FJ190711-005,2.104605513,0.970206453,4.144511218,0.193013845,0.13536508,1.847643429,0.324794293,0.678062531,0.166048951,0.225665345,1.986806193,0.356875718,2.659707356,0.537710858,0.433596338,DRA,ternarius,ternarius,W,3.371287589,12.49727166,186.01075,m01,Mentum length
FJ190711-008,2.133153363,0.564096998,4.125021207,0.159351653,0.142287115,1.864132107,0.344563826,0.683301268,0.169017969,NA,2.428083534,0.396466072,2.560220274,0.326368031,0.373590231,DRA,ternarius,ternarius,W,3.585917424,11.05253391,181.01105,m01,Mentum length
GSM220614-001,2.041911888,1.116581215,4.381177685,0.154841928,0.084707712,2.565350333,0.287701262,0.800087579,NA,0.334546395,2.662357999,0.387233358,3.488323094,0.332682643,NA,DRA,vagans,vagans,W,4.393601375,14.98672219,189.0486667,m01,Mentum length
HHW230629-001,3.332394254,1.056329751,6.982446939,0.266270969,0.176169123,NA,NA,NA,NA,NA,3.933736695,NA,4.230473912,0.837468501,0.727273479,DRA,vagans,vagans,W,3.639758217,19.0642442,168.04761,m01,Mentum length
JAL230713-002,2.2810082,0.923766511,4.635969364,0.216835475,0.143007698,1.911931,0.334772385,0.693453662,0.16050485,0.247642408,2.28027026,0.451218529,2.858607982,0.576479469,0.510498332,DRA,vagans,vagans,W,3.511367239,11.9512451,182.0473333,m01,Mentum length
JL190711-003,2.37672898,1.038536916,4.223357027,0.190496924,0.070900841,1.796026717,0.310106533,0.673861551,0.157409356,0.326870873,2.371240982,0.382746408,2.484196657,0.617473294,0.401261071,DRA,terricola,terricola,W,4.315631366,13.10491071,183.3546667,m01,Mentum length
JL190711-007,1.955581601,0.594498779,5.097204396,0.096547571,0.094352999,2.441640163,0.420755441,0.553489227,0.165424695,0.301013297,2.572253786,0.357138345,2.973582252,0.529832944,0.515718046,DRA,bimaculatus,bimaculatus,W,4.301403172,15.13310399,184.25,m01,Mentum length
LSK230629-001,2.979240566,1.150605953,NA,NA,NA,2.986419795,0.398546221,1.048554634,0.157426802,0.299341743,3.173925025,0.409165901,4.040736188,0.670811406,0.598632288,DRA,vagans,cf vagans,W,3.59212732,19.56521765,180.674,m01,Mentum length
MEM230630-002,2.697001851,0.820704339,5.252368263,0.266501718,0.14725947,2.371501691,0.39505673,0.675505446,0.187032549,0.300584027,2.660430534,0.341068783,3.308952042,0.610478498,0.457795264,DRA,griseocollis,griseocollis,W,5.374129788,17.09351065,185.351,m01,Mentum length
NNK230713-001,2.164500473,0.866887801,4.133897585,0.207783124,0.069036099,1.874343246,0.272604041,0.669153621,0.178406545,0.178640376,2.130439011,0.383741937,2.770202003,0.540286118,0.403525444,DRA,vagans,vagans,W,3.576611867,11.35940226,181.4986667,m01,Mentum length
NNK230713-002,2.157811063,0.841841503,3.834244847,0.237998922,0.132018033,1.983128949,0.30113789,0.579461848,NA,0.216149634,2.375373402,0.302877438,2.923666418,0.529102533,0.603585644,DRA,vagans,vagans,W,3.600761168,12.16317835,180.6676667,m01,Mentum length
OW220614-008,2.599589561,0.894964304,4.246153282,0.197237404,0.091955996,2.525949248,0.358384319,0.937785502,0.187440391,0.40248331,2.619766471,0.516440176,3.729922598,0.621864977,0.730814594,DRA,vagans,vagans,W,4.850690891,13.3413321,181.391,m01,Mentum length
OW220614-016,3.678913107,1.036890716,7.665718681,0.386220121,0.196642845,3.388339614,0.479675432,1.027273967,0.210044508,0.409893292,NA,NA,NA,NA,NA,DRA,impatiens,impatiens,Q,5.787726667,26.54808639,186.7096667,m01,Mentum length
OW220614-021,3.779786629,1.391939807,5.184861005,0.157497992,0.102300071,3.704031612,0.455175585,0.898089178,0.203560727,0.306559467,3.839851246,0.511985598,4.837977067,0.862786698,NA,DRA,bimaculatus,cf,Q,6.778446759,24.8833514,188.029,m01,Mentum length
OW220614-026,3.637372439,NA,8.243886056,0.298462433,0.165818116,3.577924409,0.438624981,1.127346312,0.216274508,0.38469957,3.806181906,0.56594434,4.818692062,0.817393605,0.557773215,DRA,impatiens,impatiens,Q,7.255544247,27.88647811,181.423,m01,Mentum length
OW220708-002,1.850942369,0.862482778,4.356103241,0.15772845,0.100890816,2.042874895,0.327246687,0.643089943,0.13349643,NA,2.14373925,0.353612423,2.838201715,0.52206825,0.539227971,DRA,ternarius,ternarius,W,3.722843425,12.59089763,175.356,m01,Mentum length
OW220708-009,2.648011559,1.178425191,4.303428428,0.172853774,0.118379777,2.73406422,0.336482909,0.901495053,0.175133278,0.373996462,2.746781007,0.310660517,3.727766674,0.579210241,0.577381348,DRA,bimaculatus,bimaculatus,W,2.999758261,14.39304616,183.3513333,m01,Mentum length
OW220728-003,2.707815868,0.913282893,4.345405211,0.217715268,0.08510664,2.681196005,0.395566695,0.594000471,0.170213224,NA,2.535794405,0.297549461,3.588535361,0.537868668,0.604776832,DRA,griseocollis,griseocollis,M,NA,18.235219,182.7026667,m01,Mentum length
OW220728-004,2.701624705,0.714462157,4.048125997,0.184340937,0.057915616,2.321683015,0.271971588,0.687890665,0.150773058,0.286859145,2.713272377,0.288301668,3.712809956,0.542205027,0.48785377,DRA,griseocollis,griseocollis,M,178.7113333,6.165322475,184.7596667,m01,Mentum length
REA230629-002,3.260618981,1.014134955,6.202623246,0.288057266,0.151212539,2.794753703,0.366885275,1.030429353,0.201516923,0.331867303,3.056256601,0.466409297,3.887353844,0.736183436,0.663415477,DRA,vagans,vagans,W,4.754597409,18.37087121,185.3796667,m01,Mentum length
RLR230713-001,2.394302978,0.737186287,4.14870301,0.188458069,0.113449358,2.06849627,0.306349146,0.760651816,0.188318204,0.207710596,2.34387948,0.278514527,2.84251636,0.513763189,0.404680362,DRA,vagans,vagans,W,NA,13.19226271,183.6766667,m01,Mentum length
TWM180814-003,3.031085478,0.945738,4.742346587,0.274181362,0.100169001,3.373436241,0.512711026,0.995460599,0.267429842,0.458712244,3.162844034,0.436550402,4.546158554,0.800752418,0.575309155,DRA,borealis,borealis,W,4.327065606,16.35377318,154.73849,m01,Mentum length
DRA190824-004,2.649653001,0.965003704,3.864186569,0.225647747,0.115552737,2.696283173,0.432557519,0.892021317,0.225901554,0.311848195,2.581951936,0.380324129,3.54922886,0.708786464,0.510323251,DRA,impatiens,impatiens,W,4.225454074,15.08757993,249.08722,m01,Mentum length
FJ190705-006,2.247620596,0.846375051,NA,0.215215445,NA,2.017512484,0.406422246,0.774422173,0.216081212,0.29822323,2.278516222,0.394087727,3.070203066,0.645164306,0.511626498,DRA,impatiens,impatiens,W,3.634360495,12.03729403,158.10264,m01,Mentum length
DRA190718-001,2.526582755,NA,4.390071661,0.153882653,0.134513745,2.824789316,0.457269293,0.725954748,0.139832845,NA,2.122135414,1.533134876,3.779922715,0.966090432,0.75886236,DRA,vagans,cf vagans,W,3.834924154,16.86157948,105.16442,m01,Mentum length
JL190703-012,2.778039405,1.031799326,4.333774917,0.243811613,0.12479269,2.941697029,0.5200406,1.006261928,0.256860424,0.358572192,3.147230602,0.448130352,3.973804894,0.691940393,0.597055075,DRA,bimaculatus,bimaculatus,W,4.266742429,17.05137942,216.34232,m01,Mentum length
JL190809-012,2.736259037,1.091636586,3.736645736,0.238499796,0.110330559,2.500280456,0.444612355,0.804088056,0.241307917,NA,2.964082457,0.438496565,3.436120818,0.692995914,0.610160046,DRA,ternarius,ternarius,Q,5.08737852,19.15343269,258.13347,m01,Mentum length
DRA170916-001,NA,NA,5.541572472,0.2460143,0.145900618,2.988913642,0.412974319,0.873530982,0.202327692,NA,1.887771164,0.504416592,3.93455654,0.673059884,0.627140578,DRA,impatiens,,W,4.538788204,16.4217438,168.0119,m01,Mentum length
DRA170916-005,2.581291899,0.742309497,4.173562652,0.201613101,0.113272364,2.473788544,0.391749869,0.797172504,0.177106386,0.436689589,2.547059296,0.291552534,3.251106206,0.477169798,0.549514929,DRA,impatiens,impatiens,W,3.718950666,15.33744945,260.03077,m01,Mentum length
ESL230713-001,4.411780412,1.117647059,NA,0.378852765,NA,4.503854529,0.630592647,1.283863118,0.279643882,0.357228882,4.712025412,0.528757765,5.840129706,0.837280176,0.636817353,DRA,borealis,cf borealis,W,7.355157413,NA,170,m01,Mentum length
MEM230629-002,3.717518982,1.064480303,7.038332619,0.292907463,0.111006367,3.129675381,0.482982498,1.135683927,0.212067842,0.254497906,3.544096927,NA,4.429885906,0.788516535,0.725268198,DRA,vagans,,W,4.350602845,17.80883865,166.1084,m01,Mentum length
MEM230630-007,2.52366208,0.693656341,5.303168433,0.250964496,0.124352922,2.427443544,0.273537837,0.793219125,0.217030506,0.272969011,2.458391567,0.358446183,3.200399651,0.585374822,0.518983972,DRA,impatiens,,W,4.050094319,14.11875286,181.33824,m01,Mentum length
MEM230726-002,NA,0.772825913,4.884619322,0.182436634,0.132513095,2.46964213,0.325824651,0.794825857,0.177332474,0.318971912,2.706195157,0.402559755,3.431818037,0.600790938,0.531889589,DRA,impatiens,,W,3.967836797,13.6675731,176.01136,m01,Mentum length
MEM230726-003,2.547871137,0.761023704,4.409834842,0.193751119,0.078073827,2.398926667,0.315479227,0.787039047,0.177533954,0.302869873,2.305298735,0.295806177,3.159482523,0.50301285,0.406131133,DRA,impatiens,cf impatiens,W,3.991389128,14.45457845,164.02744,m01,Mentum length
MEM230802-001,2.783894928,0.874596193,3.895737095,0.133994458,0.068753802,2.524508237,0.358489959,0.838271092,0.213553707,0.315853272,2.614172158,0.417088022,3.54201841,0.5925475,0.457814851,DRA,impatiens,,W,3.86691683,17.43689065,178.00281,m01,Mentum length
MEM230802-003,2.434939448,0.704383914,5.14258439,0.235422775,0.12018871,2.431143059,0.324101933,0.639164889,0.13751119,0.151399854,1.85808562,0.315316427,3.079393562,0.545058138,0.472855315,DRA,impatiens,,W,2.587656092,16.28725494,188.26577,m01,Mentum length
MEM230802-011,2.338683785,0.893517494,4.70119213,0.225592371,0.084471098,2.049291743,0.265248487,0.710910765,0.147779998,0.152206997,2.230500201,0.266414193,2.985742021,0.430849043,0.403763137,DRA,impatiens,,W,3.144368685,15.14849582,184.07728,m01,Mentum length
MEM230802-014,2.655141538,0.741794822,5.727129279,0.234074437,0.125179309,2.602660916,0.272625186,0.826231482,0.177181773,0.328957828,2.656096316,0.32983349,3.474603374,0.539800811,0.45402621,DRA,impatiens,,W,4.351428139,18.7713002,182.01099,m01,Mentum length
MEM230809-001,2.802684548,0.799532493,6.154686532,0.254497778,0.139138204,2.601298602,0.456810774,0.967526906,0.185139458,0.312529451,2.836810456,0.394447004,3.6799724,0.627204872,0.56641788,DRA,impatiens,,W,4.310328248,19.53602102,180.04444,m01,Mentum length
NNK230629-001,3.313016778,0.898772222,5.177584333,0.281639833,0.091960833,2.824204,0.2969495,0.894513444,0.161206889,0.344528611,3.401270667,0.522015333,4.215857778,0.653598778,0.618964667,DRA,impatiens,,W,4.423952122,20.55119577,180,m01,Mentum length
OW220614-012,1.982154859,0.717485695,3.823936088,0.123443872,0.058263952,2.551509182,NA,0.767867045,NA,0.299553817,2.57850195,0.307078044,3.52049332,0.465593501,0.407866232,DRA,bimaculatus,,W,3.822457692,15.13545951,182.04395,m01,Mentum length
OW220708-008,2.609283308,0.794400728,4.392531908,0.130275143,0.062795045,2.787409684,0.353486485,0.936147525,0.15453194,0.286291034,2.873313502,0.299157617,3.821033105,0.529656726,0.43454894,DRA,bimaculatus,,W,3.461193777,14.56010763,178.04494,m01,Mentum length