specimen_id,species,caste,investigator,LM,scale,measurement,scale1,body,scale2,its,notes
,,,,14,,91.984,,,,,
,,,,15,,66.219,,,,,
JL190703-011,tern,W,JL,1,152.676,312.922,68.552,1135.044,69.194,229.059,its.slight.tilt; fur.yes
,,,,2,,98.478,,,,,
,,,,3,,378.587,,,,,
,,,,4,,32.757,,,,,
,,,,5,,19,,,,,
,,,,6,,264.613,,,,,
,,,,7,,48.26,,,,,
,,,,8,,109.317,,,,,
,,,,9,,34.655,,,,,
,,,,10,,45.005,,,,,
,,,,11,,283.27,,,,,
,,,,12,,41.898,,,,,
,,,,13,,409.06,,,,,
,,,,14,,109.005,,,,,
,,,,15,,82.298,,,,,
FJ190628-006,tern,W,JL,1,160.462,352.165,160.186,2367.158,69.173,286.351,its.no.tilt; fur.yes
,,,,2,,115.434,,,,,
,,,,3,,496.534,,,,,
,,,,4,,34.713,,,,,
,,,,5,,19.849,,,,,
,,,,6,,318.198,,,,,
,,,,7,,47.885,,,,,
,,,,8,,112.375,,,,,
,,,,9,,31.305,,,,,
,,,,10,,45.695,,,,,
,,,,11,,322.118,,,,,
,,,,12,,49.138,,,,,
,,,,13,,470.135,,,,,
,,,,14,,106.212,,,,,
,,,,15,,76.655,,,,,
MY190619-003,tern,W,JL,1,158.555,365.568,67.672,1073.676,69.256,242.86,its.slight.tilt; fur.yes
,,,,2,,115.317,,,,,
,,,,3,,487.81,,,,,
,,,,4,,31.575,,,,,
,,,,5,,21.587,,,,,
,,,,6,,302.185,,,,,
,,,,7,,53.814,,,,,
,,,,8,,120.502,,,,,
,,,,9,,34.059,,,,,
,,,,10,,44.802,,,,,
,,,,11,,325.088,,,,,
,,,,12,,56.061,,,,,
,,,,13,,482.148,,,,,
,,,,14,,100.955,,,,,
,,,,15,,76.158,,,,,
FJ190619-004,tern,W,JL,1,160.044,329.273,67.702,1077.794,69.818,246.389,its.large.tilt; fur.yes
,,,,2,,96.768,,,,,
,,,,3,,438.519,,,,,
,,,,4,,31.78,,,,,
,,,,5,,15.264,,,,,
,,,,6,,288.007,,,,,
,,,,7,,49.01,,,,,
,,,,8,,101.193,,,,,
,,,,9,,33,,,,,
,,,,10,,38.803,,,,,
,,,,11,,296.061,,,,,
,,,,12,,47.014,,,,,
,,,,13,,420.676,,,,,
,,,,14,,99.96,,,,,
,,,,15,,73.682,,,,,
FJ190619-006,terri,W,JL,1,166.729,381.608,53.48,1067.89,68.046,325.394,its.large.tilt; fur.no
,,,,2,,150.083,,,,,
,,,,3,,501.159,,,,,
,,,,4,,41.231,,,,,
,,,,5,,19.416,,,,,
,,,,6,,299.908,,,,,
,,,,7,,69.029,,,,,
,,,,8,,132.174,,,,,
,,,,9,,34.205,,,,,
,,,,10,,53.362,,,,,
,,,,11,,322.816,,,,,
,,,,12,,40.013,,,,,
,,,,13,,472.081,,,,,
,,,,14,,129.004,,,,,
,,,,15,,108.467,,,,,
JL190703-009,terri,W,JL,1,160.805,401.001,95.626,1600.437,67.612,372.038,its.large.tilt; fur.yes
,,,,2,,155.862,,,,,
,,,,3,,523.637,,,,,
,,,,4,,40.46,,,,,
,,,,5,,18.974,,,,,
,,,,6,,320.077,,,,,
,,,,7,,58.258,,,,,
,,,,8,,133.292,,,,,
,,,,9,,34.655,,,,,
,,,,10,,54.745,,,,,
,,,,11,,370.667,,,,,
,,,,12,,47.194,,,,,
,,,,13,,503.012,,,,,
,,,,14,,129.19,,,,,
,,,,15,,85.615,,,,,
JL190703-010,terri,W,JL,1,157.337,367.001,73.181,1386.299,68.451,323.006,its.no.tilt; fur.yes
,,,,2,,122.004,,,,,
,,,,3,,483.221,,,,,
,,,,4,,38.328,,,,,
,,,,5,,16.279,,,,,
,,,,6,,292,,,,,
,,,,7,,60.133,,,,,
,,,,8,,123.228,,,,,
,,,,9,,38.013,,,,,
,,,,10,,51.585,,,,,
,,,,11,,332.988,,,,,
,,,,12,,52.545,,,,,
,,,,13,,465.655,,,,,
,,,,14,,113.701,,,,,
,,,,15,,89.006,,,,,
JL190711-006,terri,W,JL,1,153.902,372.646,82.338,1471.101,68.171,319.39,its.large.tilt; fur.yes
,,,,2,,125.936,,,,,
,,,,3,,491.255,,,,,
,,,,4,,36.401,,,,,
,,,,5,,20.591,,,,,
,,,,6,,305.693,,,,,
,,,,7,,54.781,,,,,
,,,,8,,124.273,,,,,
,,,,9,,39.925,,,,,
,,,,10,,54.502,,,,,
,,,,11,,333.73,,,,,
,,,,12,,42.225,,,,,
,,,,13,,485.571,,,,,
,,,,14,,113.172,,,,,
,,,,15,,87.664,,,,,
JL190711-005,terri,W,JL,1,158.504,372.368,73.892,1678.385,67.34,317.907,its.no.tilt; fur.yes
,,,,2,,115.694,,,,,
,,,,3,,471.918,,,,,
,,,,4,,37.108,,,,,
,,,,5,,18,,,,,
,,,,6,,287.139,,,,,
,,,,7,,59.506,,,,,
,,,,8,,118.914,,,,,
,,,,9,,37.336,,,,,
,,,,10,,50.608,,,,,
,,,,11,,331.76,,,,,
,,,,12,,50.257,,,,,
,,,,13,,466.882,,,,,
,,,,14,,113.071,,,,,
,,,,15,,87.144,,,,,
FJ190703-001,vag,W,JL,1,152.816,339.45,70.43,1227.547,68.521,240.301,its.slight.tilt; fur.yes
,,,,2,,104.403,,,,,
,,,,3,,560.713,,,,,
,,,,4,,38.419,,,,,
,,,,5,,16,,,,,
,,,,6,,312.194,,,,,
,,,,7,,52.498,,,,,
,,,,8,,104.337,,,,,
,,,,9,,28.018,,,,,
,,,,10,,48.125,,,,,
,,,,11,,308.972,,,,,
,,,,12,,49.603,,,,,
,,,,13,,435.758,,,,,
,,,,14,,94.005,,,,,
,,,,15,,83.546,,,,,
FJ190703-007,vag,W,JL,1,160.274,390.79,67.723,1040.597,67.841,297.188,its.no.tilt; fur.no
,,,,2,,135.794,,,,,
,,,,3,,586.629,,,,,
,,,,4,,38.484,,,,,
,,,,5,,18.028,,,,,
,,,,6,,341.533,,,,,
,,,,7,,57.983,,,,,
,,,,8,,140.84,,,,,
,,,,9,,37.736,,,,,
,,,,10,,57.116,,,,,
,,,,11,,358.776,,,,,
,,,,12,,60.686,,,,,
,,,,13,,536.683,,,,,
,,,,14,,119.971,,,,,
,,,,15,,89.554,,,,,
MT190709-001,vag,W,JL,1,153.909,351.71,69.041,1266.771,68.424,276.007,its.no.tilt; fur.yes
,,,,2,,94.921,,,,,
,,,,3,,486.971,,,,,
,,,,4,,36.235,,,,,
,,,,5,,12.042,,,,,
,,,,6,,302.344,,,,,
,,,,7,,49.93,,,,,
,,,,8,,112.913,,,,,
,,,,9,,30.232,,,,,
,,,,10,,46.331,,,,,
,,,,11,,315.572,,,,,
,,,,12,,42.546,,,,,
,,,,13,,450.177,,,,,
,,,,14,,103.942,,,,,
,,,,15,,89.627,,,,,
JMS190709-001,vag,W,JL,1,160.036,339.779,68.118,1220.508,68.136,263.643,its.no.tilt; fur.yes
,,,,2,,114.28,,,,,
,,,,3,,501.464,,,,,
,,,,4,,37.736,,,,,
,,,,5,,21.26,,,,,
,,,,6,,304.217,,,,,
,,,,7,,55.317,,,,,
,,,,8,,116.765,,,,,
,,,,9,,34.713,,,,,
,,,,10,,51.24,,,,,
,,,,11,,319.916,,,,,
,,,,12,,41.238,,,,,
,,,,13,,456.06,,,,,
,,,,14,,103.576,,,,,
,,,,15,,70.178,,,,,
PF190709-001,vag,W,JL,1,158.8,357.337,67.971,987.888,68.02,272.765,its.no.tilt; fur.yes
,,,,2,,96.026,,,,,
,,,,3,,496.171,,,,,
,,,,4,,32.202,,,,,
,,,,5,,17.205,,,,,
,,,,6,,310.961,,,,,
,,,,7,,52.326,,,,,
,,,,8,,114.438,,,,,
,,,,9,,34.67,,,,,
,,,,10,,49.395,,,,,
,,,,11,,315.317,,,,,
,,,,12,,47.236,,,,,
,,,,13,,463.202,,,,,
,,,,14,,101.833,,,,,
,,,,15,,83.678,,,,,
PF190724-006,vag,W,JL,1,134.672,321.002,67.949,1289.015,69.074,295.1,fur.yes; its.slight.tilt
,,,,2,,104.019,,,,,
,,,,3,,459.595,,,,,
,,,,4,,31.016,,,,,
,,,,5,,13.601,,,,,
,,,,6,,302.926,,,,,
,,,,7,,40.112,,,,,
,,,,8,,105.122,,,,,
,,,,9,,30.414,,,,,
,,,,10,,41.27,,,,,
,,,,11,,291.803,,,,,
,,,,12,,41.915,,,,,
,,,,13,,440.595,,,,,
,,,,14,,97.082,,,,,
,,,,15,,72,,,,,
PF190718-001,vag,W,JL,1,122.641,313.002,68.217,1108.9,67.286,277.908,fur.yes; its.large.tilt
,,,,2,,102.616,,,,,
,,,,3,,434.813,,,,,
,,,,4,,28.16,,,,,
,,,,5,,14.036,,,,,
,,,,6,,278.029,,,,,
,,,,7,,43.012,,,,,
,,,,8,,106.636,,,,,
,,,,9,,24.083,,,,,
,,,,10,,37.838,,,,,
,,,,11,,274.308,,,,,
,,,,12,,30.465,,,,,
,,,,13,,417.22,,,,,
,,,,14,,83.63,,,,,
,,,,15,,68.007,,,,,
DRA190709-009,vag,W,JL,1,157.179,385.44,69.291,1263.265,69.01,243.019,its.large.tilt; fur.yes
,,,,2,,114.894,,,,,
,,,,3,,546.874,,,,,
,,,,4,,36.401,,,,,
,,,,5,,17.889,,,,,
,,,,6,,366.836,,,,,
,,,,7,,53.075,,,,,
,,,,8,,132.322,,,,,
,,,,9,,35.468,,,,,
,,,,10,,54.755,,,,,
,,,,11,,336.006,,,,,
,,,,12,,53.212,,,,,
,,,,13,,515.744,,,,,
,,,,14,,99.464,,,,,
,,,,15,,85.446,,,,,
FJ190724-001,vag,M,JL,1,134.022,323,68.193,1056.436,67.672,239.708,its.large.tilt; fur.yes
,,,,2,,96.021,,,,,
,,,,3,,473.743,,,,,
,,,,4,,28.636,,,,,
,,,,5,,16.763,,,,,
,,,,6,,320.408,,,,,
,,,,7,,38.639,,,,,
,,,,8,,111.384,,,,,
,,,,9,,23.087,,,,,
,,,,10,,51.872,,,,,
,,,,11,,296.184,,,,,
,,,,12,,46.153,,,,,
,,,,13,,455.003,,,,,
,,,,14,,89.872,,,,,
,,,,15,,62.394,,,,,
JL190724-001,terri,W,JL,1,156.871,370.109,69.615,1214.7,69.48,340.724,fur.yes; its.slight.tilt
,,,,2,,161.012,,,,,
,,,,3,,467.708,,,,,
,,,,4,,35.511,,,,,
,,,,5,,16.763,,,,,
,,,,6,,299.279,,,,,
,,,,7,,53.852,,,,,
,,,,8,,115.726,,,,,
,,,,9,,34.828,,,,,
,,,,10,,50.77,,,,,
,,,,11,,274.346,,,,,
,,,,12,,53.096,,,,,
,,,,13,,464.414,,,,,
,,,,14,,114.202,,,,,
,,,,15,,79.63,,,,,
FJ190724-003,terri,W,JL,1,151.831,352.366,68.672,1228.157,69.256,370.195,its.no.tilt; fur.no
,,,,2,,123.26,,,,,
,,,,3,,447.974,,,,,
,,,,4,,34.132,,,,,
,,,,5,,16.155,,,,,
,,,,6,,294.435,,,,,
,,,,7,,53.038,,,,,
,,,,8,,110.079,,,,,
,,,,9,,38.118,,,,,
,,,,10,,52.769,,,,,
,,,,11,,331.109,,,,,
,,,,12,,46.956,,,,,
,,,,13,,438.172,,,,,
,,,,14,,110.136,,,,,
,,,,15,,76.942,,,,,
FJ190724-002,terri,W,JL,1,147.244,330.194,69.483,1251.537,68.858,289.705,its.large.tilt; fur.yes
,,,,2,,118.95,,,,,
,,,,3,,428.96,,,,,
,,,,4,,32.558,,,,,
,,,,5,,13,,,,,
,,,,6,,269.742,,,,,
,,,,7,,56.436,,,,,
,,,,8,,110.939,,,,,
,,,,9,,34.176,,,,,
,,,,10,,50.834,,,,,
,,,,11,,291.565,,,,,
,,,,12,,46.879,,,,,
,,,,13,,403.919,,,,,
,,,,14,,104.307,,,,,
,,,,15,,77.026,,,,,
JL190724-005,tern,W,JL,1,159.24,340.147,68.885,1082.835,67.787,227.192,fur.yes; its.slight.tilt
,,,,2,,112.071,,,,,
,,,,3,,457.998,,,,,
,,,,4,,31.401,,,,,
,,,,5,,13.038,,,,,
,,,,6,,292.904,,,,,
,,,,7,,50.01,,,,,
,,,,8,,109.228,,,,,
,,,,9,,29.069,,,,,
,,,,10,,45.809,,,,,
,,,,11,,300.308,,,,,
,,,,12,,46.721,,,,,
,,,,13,,449.198,,,,,
,,,,14,,95.189,,,,,
,,,,15,,72.18,,,,,
JL190724-004,tern,W,JL,1,150.007,337.013,69.771,1124.794,69.502,275.218,its.large.tilt; fur.yes
,,,,2,,125.016,,,,,
,,,,3,,473.501,,,,,
,,,,4,,34.015,,,,,
,,,,5,,12.042,,,,,
,,,,6,,290.303,,,,,
,,,,7,,50.695,,,,,
,,,,8,,105.446,,,,,
,,,,9,,33.615,,,,,
,,,,10,,43.993,,,,,
,,,,11,,312.827,,,,,
,,,,12,,40.506,,,,,
,,,,13,,447.446,,,,,
,,,,14,,99.298,,,,,
,,,,15,,76.105,,,,,
JL190716-001,tern,W,JL,1,161.347,333.804,69.646,1095.784,69.763,260.875,its.no.tilt; fur.yes
,,,,2,,116.211,,,,,
,,,,3,,435.569,,,,,
,,,,4,,33.061,,,,,
,,,,5,,10,,,,,
,,,,6,,280.195,,,,,
,,,,7,,48.26,,,,,
,,,,8,,110.124,,,,,
,,,,9,,32.016,,,,,
,,,,10,,34.866,,,,,
,,,,11,,289.841,,,,,
,,,,12,,50.09,,,,,
,,,,13,,426.019,,,,,
,,,,14,,99.504,,,,,
,,,,15,,84.006,,,,,
JL190703-005,tern,W,JL,1,153.834,338.001,68.28,1169.993,68.586,277.283,its.large.tilt; fur.yes
,,,,2,,117.017,,,,,
,,,,3,,449.491,,,,,
,,,,4,,34.015,,,,,
,,,,5,,16.125,,,,,
,,,,6,,287.237,,,,,
,,,,7,,56.303,,,,,
,,,,8,,104.231,,,,,
,,,,9,,33.015,,,,,
,,,,10,,46.519,,,,,
,,,,11,,295.083,,,,,
,,,,12,,57.487,,,,,
,,,,13,,430.455,,,,,
,,,,14,,102.65,,,,,
,,,,15,,85.024,,,,,
PF190724-001,bim,W,JL,1,104.078,322.616,68.738,1654.478,66.587,371.531,its.slight.tilt; fur.yes
,,,,2,,89.022,,,,,
,,,,3,,511.855,,,,,
,,,,4,,29.12,,,,,
,,,,5,,14.142,,,,,
,,,,6,,340.001,,,,,
,,,,7,,46.174,,,,,
,,,,8,,96.258,,,,,
,,,,9,,29.069,,,,,
,,,,10,,41.85,,,,,
,,,,11,,291.208,,,,,
,,,,12,,40.711,,,,,
,,,,13,,470.08,,,,,
,,,,14,,81.492,,,,,
,,,,15,,68.352,,,,,
FJ190710-001,bim,W,JL,1,105.517,292.693,69.464,1517.031,68.818,307.717,its.large.tilt; fur.yes
,,,,2,,83.217,,,,,
,,,,3,,467.903,,,,,
,,,,4,,27.166,,,,,
,,,,5,,14.142,,,,,
,,,,6,,304.91,,,,,
,,,,7,,35.511,,,,,
,,,,8,,103.824,,,,,
,,,,9,,25.495,,,,,
,,,,10,,40.889,,,,,
,,,,11,,267.165,,,,,
,,,,12,,55.981,,,,,
,,,,13,,442.864,,,,,
,,,,14,,86.122,,,,,
,,,,15,,59.076,,,,,
FJ190716-005,bim,W,JL,1,122.63,315.159,69.48,1292.324,67.829,260.599,its.large.tilt; fur.yes
,,,,2,,103.817,,,,,
,,,,3,,457.209,,,,,
,,,,4,,32.14,,,,,
,,,,5,,16.031,,,,,
,,,,6,,285.161,,,,,
,,,,7,,46.325,,,,,
,,,,8,,120.413,,,,,
,,,,9,,27.893,,,,,
,,,,10,,39.972,,,,,
,,,,11,,281.37,,,,,
,,,,12,,39.027,,,,,
,,,,13,,440.137,,,,,
,,,,14,,90.377,,,,,
,,,,15,,71.206,,,,,
FJ190724-004,bim,W,JL,1,105.125,311.272,69.376,1567.274,67.671,337.926,its.no.tilt; fur.yes
,,,,2,,82.098,,,,,
,,,,3,,495.639,,,,,
,,,,4,,29.155,,,,,
,,,,5,,11.18,,,,,
,,,,6,,325.122,,,,,
,,,,7,,40.025,,,,,
,,,,8,,107.112,,,,,
,,,,9,,29.411,,,,,
,,,,10,,41.952,,,,,
,,,,11,,287.626,,,,,
,,,,12,,39.713,,,,,
,,,,13,,458.923,,,,,
,,,,14,,90.554,,,,,
,,,,15,,66,,,,,
JL190724-003,bim,W,JL,1,109.819,298.007,69.454,1277.405,68.434,318.686,fur.yes; its.slight.tilt
,,,,2,,92.005,,,,,
,,,,3,,480.634,,,,,
,,,,4,,27.295,,,,,
,,,,5,,11.402,,,,,
,,,,6,,317.796,,,,,
,,,,7,,41.195,,,,,
,,,,8,,99.567,,,,,
,,,,9,,27.459,,,,,
,,,,10,,38.629,,,,,
,,,,11,,291.218,,,,,
,,,,12,,40.372,,,,,
,,,,13,,456.874,,,,,
,,,,14,,82.219,,,,,
,,,,15,,59.439,,,,,
JL190731-004,bim,W,JL,1,105.484,317.039,68.578,1331.273,68.341,351.232,fur.yes; its.no.tilt
,,,,2,,82.055,,,,,
,,,,3,,509.803,,,,,
,,,,4,,27.166,,,,,
,,,,5,,14.866,,,,,
,,,,6,,329.024,,,,,
,,,,7,,40,,,,,
,,,,8,,108.721,,,,,
,,,,9,,23.022,,,,,
,,,,10,,29.732,,,,,
,,,,11,,296.966,,,,,
,,,,12,,46.756,,,,,
,,,,13,,481.898,,,,,
,,,,14,,90.824,,,,,
,,,,15,,65.803,,,,,
PF190724-008,bim,W,JL,1,153.61,381.578,68.524,1260.611,67.742,280.492,fur.yes; its.large.tilt
,,,,2,,102.489,,,,,
,,,,3,,601.461,,,,,
,,,,4,,39.459,,,,,
,,,,5,,12.042,,,,,
,,,,6,,410.44,,,,,
,,,,7,,46.098,,,,,
,,,,8,,130.12,,,,,
,,,,9,,29.411,,,,,
,,,,10,,51.93,,,,,
,,,,11,,356.821,,,,,
,,,,12,,48.157,,,,,
,,,,13,,556.126,,,,,
,,,,14,,109.385,,,,,
,,,,15,,75.611,,,,,
PF190724-007,imp,Q,JL,1,89.347,331.186,69.354,2078.84,66.629,452.04,its.no.tilt; fur.yes
,,,,2,,93.134,,,,,
,,,,3,,525.451,,,,,
,,,,4,,19.209,,,,,
,,,,5,,15.264,,,,,
,,,,6,,344.843,,,,,
,,,,7,,46.4,,,,,
,,,,8,,105.67,,,,,
,,,,9,,23.259,,,,,
,,,,10,,40.719,,,,,
,,,,11,,320.258,,,,,
,,,,12,,36.893,,,,,
,,,,13,,485.187,,,,,
,,,,14,,82.62,,,,,
,,,,15,,67.052,,,,,
FJ190716-004,imp,W,JL,1,144.627,306.163,69.57,1117.588,68.8,215.002,its.large.tiltfur.yes
,,,,2,,93.022,,,,,
,,,,3,,457.045,,,,,
,,,,4,,30.017,,,,,
,,,,5,,15.133,,,,,
,,,,6,,295.601,,,,,
,,,,7,,44.102,,,,,
,,,,8,,105.483,,,,,
,,,,9,,26.571,,,,,
,,,,10,,38.14,,,,,
,,,,11,,286.225,,,,,
,,,,12,,37.737,,,,,
,,,,13,,419.923,,,,,
,,,,14,,88.102,,,,,
,,,,15,,68.964,,,,,
JL190731-001,imp,W,JL,1,152.202,343.189,69.327,1164.683,68.669,295.147,fur.yes; its.no.tilt
,,,,2,,104.173,,,,,
,,,,3,,482.758,,,,,
,,,,4,,32.016,,,,,
,,,,5,,11.18,,,,,
,,,,6,,322.064,,,,,
,,,,7,,50.09,,,,,
,,,,8,,111.92,,,,,
,,,,9,,32.249,,,,,
,,,,10,,38.803,,,,,
,,,,11,,323.512,,,,,
,,,,12,,42.598,,,,,
,,,,13,,477.277,,,,,
,,,,14,,104.005,,,,,
,,,,15,,74.095,,,,,
PF190724-002,imp,W,JL,1,126.198,338.006,70.064,1415.25,67.455,322.969,its.large.tilt
,,,,2,,98.005,,,,,
,,,,3,,484.552,,,,,
,,,,4,,31.257,,,,,
,,,,5,,10.296,,,,,
,,,,6,,317.921,,,,,
,,,,7,,45.1,,,,,
,,,,8,,106.454,,,,,
,,,,9,,30.594,,,,,
,,,,10,,44.512,,,,,
,,,,11,,304.795,,,,,
,,,,12,,40.363,,,,,
,,,,13,,454.267,,,,,
,,,,14,,92.634,,,,,
,,,,15,,65.307,,,,,
FJ190724-006,tern,W,JL,1,154.811,321.811,68.622,1063.196,69.183,215.741,its.slight.tilt; fur.yes - there's fuzzy parts on the base of the glossa
,,,,2,,116.469,,,,,
,,,,3,,442.047,,,,,
,,,,4,,28.46,,,,,
,,,,5,,16,,,,,
,,,,6,,288.461,,,,,
,,,,7,,43.658,,,,,
,,,,8,,99.573,,,,,
,,,,9,,27.313,,,,,
,,,,10,,41.243,,,,,
,,,,11,,299.456,,,,,
,,,,12,,46.187,,,,,
,,,,13,,422.424,,,,,
,,,,14,,95.525,,,,,
,,,,15,,74.465,,,,,
JL190724-006,vag,W,JL,1,137.741,325.751,70.051,1219.163,69.22,262.624,its.large.tilt; fur.yes
,,,,2,,96.338,,,,,
,,,,3,,480.609,,,,,
,,,,4,,31.016,,,,,
,,,,5,,19.313,,,,,
,,,,6,,287.6,,,,,
,,,,7,,47.011,,,,,
,,,,8,,110.316,,,,,
,,,,9,,30.017,,,,,
,,,,10,,41.571,,,,,
,,,,11,,304.171,,,,,
,,,,12,,51.861,,,,,
,,,,13,,442.622,,,,,
,,,,14,,100.265,,,,,
,,,,15,,80.505,,,,,
JL190716-006,tern,W,JL,1,150.233,331.843,67.983,1276.644,68.88,277.354,its.large.tilt; fur.yes
,,,,2,,106.212,,,,,
,,,,3,,463.896,,,,,
,,,,4,,34.234,,,,,
,,,,5,,20.1,,,,,
,,,,6,,291.084,,,,,
,,,,7,,48.508,,,,,
,,,,8,,107.795,,,,,
,,,,9,,32.016,,,,,
,,,,10,,46.499,,,,,
,,,,11,,304.554,,,,,
,,,,12,,36.904,,,,,
,,,,13,,438.308,,,,,
,,,,14,,98.407,,,,,
,,,,15,,71.805,,,,,
JL190716-002,tern,W,JL,1,157.155,313.05,69.799,1061.748,68.34,261.12,its.no.tilt; fur.yes
,,,,2,,96.338,,,,,
,,,,3,,406.867,,,,,
,,,,4,,32.062,,,,,
,,,,5,,14.036,,,,,
,,,,6,,245.082,,,,,
,,,,7,,49.031,,,,,
,,,,8,,105.263,,,,,
,,,,9,,33.734,,,,,
,,,,10,,45.391,,,,,
,,,,11,,286.54,,,,,
,,,,12,,29.572,,,,,
,,,,13,,405.367,,,,,
,,,,14,,79.177,,,,,
,,,,15,,72.18,,,,,
FJ190716-006,bim,W,JL,1,105.891,317.077,68.242,1390.88,67.042,333.654,its.no.tilt
,,,,2,,82.024,,,,,
,,,,3,,504.416,,,,,
,,,,4,,28.071,,,,,
,,,,5,,11.045,,,,,
,,,,6,,334.054,,,,,
,,,,7,,37,,,,,
,,,,8,,110.037,,,,,
,,,,9,,23.77,,,,,
,,,,10,,41.207,,,,,
,,,,11,,298.761,,,,,
,,,,12,,47.512,,,,,
,,,,13,,486.998,,,,,
,,,,14,,89.196,,,,,
,,,,15,,65.765,,,,,