specimen.id,species.det,provisional.species,caste,its.mm,body.length.mm,mouthparts,forewings,hindwings,legs
FJ190724-002,terricola,terricola,W,4.207281652,18.01213246,TRUE,TRUE,TRUE,TRUE
FJ190724-003,terricola,terricola,W,5.345313041,17.88439247,TRUE,TRUE,TRUE,TRUE
FJ190724-004,bimaculatus,bimaculatus,W,4.994,22.591,TRUE,TRUE,TRUE,TRUE
FJ190724-005,bimaculatus,bimaculatus,W,5.3,23.674,TRUE,TRUE,TRUE,FALSE
FJ190724-006,ternarius,ternarius,W,3.118410592,15.4935152,TRUE,TRUE,TRUE,TRUE
FJ190809-001,ternarius,ternarius,M,4.028,16.044,TRUE,TRUE,TRUE,TRUE
FJ190809-002,ternarius,ternarius,W,3.311960639,13.90488206,TRUE,TRUE,TRUE,TRUE
FJ190809-003,borealis,cf borealis,W,5.207,19.825,TRUE,TRUE,TRUE,TRUE
FJ190809-004,ternarius,ternarius,W,4.100345255,15.47614673,TRUE,TRUE,TRUE,TRUE
FJ190809-005,ternarius,ternarius,W,4.242421828,15.80833933,TRUE,TRUE,TRUE,TRUE
FJ190809-006,ternarius,ternarius,W,4.256094505,14.94658535,TRUE,TRUE,TRUE,TRUE
FJ190809-007,ternarius,ternarius,W,4.208,14.294,TRUE,TRUE,TRUE,TRUE
FJ190809-008,ternarius,ternarius,W,4.070088268,13.6186886,TRUE,TRUE,TRUE,TRUE
FJ190809-009,ternarius,ternarius,W,3.469178965,12.51358725,TRUE,TRUE,TRUE,TRUE
FJ190809-010,ternarius,ternarius,W,4.133157768,14.7012227,TRUE,TRUE,TRUE,TRUE
FJ190809-011,fervidus,cf borealis,W,3.441106384,13.91595619,TRUE,FALSE,FALSE,FALSE
FJ190809-012,ternarius,ternarius,W,3.699214487,14.45128018,TRUE,TRUE,TRUE,TRUE
FJ190809-013,ternarius,ternarius,W,5.161640885,13.88996231,TRUE,TRUE,TRUE,TRUE
FJ190809-014,ternarius,ternarius,W,3.820026505,13.86262594,TRUE,TRUE,TRUE,FALSE
FJ190814-001,bimaculatus,bimaculatus,M,4.877006377,19.97131267,TRUE,TRUE,TRUE,FALSE
FJ190814-002,impatiens,,M,4.656,17.658,FALSE,TRUE,TRUE,TRUE
FJ190814-003,bimaculatus,,M,NA,23.319,FALSE,TRUE,TRUE,TRUE
FJ190814-004,bimaculatus,bimaculatus,W,3.51,17.335,TRUE,TRUE,TRUE,TRUE
FJ190814-005,bimaculatus,,M,4.956,20.185,FALSE,TRUE,TRUE,TRUE
FJ190814-006,impatiens,impatiens,W,4.875,21.493,TRUE,TRUE,TRUE,TRUE
FJ190814-007,impatiens,impatiens,W,4.78,17.611,TRUE,TRUE,TRUE,TRUE
FJ190814-008,impatiens,impatiens,W,4.821,22.784,TRUE,TRUE,TRUE,TRUE
FJ190814-009,bimaculatus,bimaculatus,W,3.616,18.726,TRUE,TRUE,TRUE,TRUE
FJ190815-001,vagans,cf vagans,W,4.194049382,18.25465512,TRUE,FALSE,FALSE,TRUE
FJ190815-005,vagans,cf vagans,W,4.575362944,17.93545823,TRUE,FALSE,FALSE,FALSE
FJ190822-001,impatiens,impatiens,W,4.743933079,14.44409535,TRUE,TRUE,TRUE,FALSE
FJ190822-002,impatiens,impatiens,W,5.09,23.187,TRUE,TRUE,TRUE,TRUE
FJ190822-003,impatiens,impatiens,W,5.886,22.538,TRUE,TRUE,TRUE,TRUE
FJ190822-004,bimaculatus,,M,NA,NA,FALSE,TRUE,TRUE,FALSE
FJ190822-006,bimaculatus,,M,5.267,19.198,FALSE,TRUE,TRUE,TRUE
FJ190822-007,bimaculatus,,M,5.553,18.795,FALSE,TRUE,TRUE,TRUE
FJ190822-008,bimaculatus,,M,3.987,18.367,TRUE,TRUE,FALSE,FALSE
FJ190827-001,vagans,cf vagans,W,4.55788866,20.1212617,TRUE,FALSE,FALSE,TRUE
FJ190827-002,borealis,cf borealis,W,5.551664494,23.475,TRUE,TRUE,TRUE,TRUE
FJ190827-003,vagans,cf vagans,W,4.728319308,19.58359651,TRUE,TRUE,TRUE,TRUE
FJ190827-004,vagans,cf bimaculatus,W,4.578058802,20.80424029,TRUE,TRUE,TRUE,TRUE
FJ190827-005,borealis,cf borealis,W,5.561463982,24.94417327,TRUE,TRUE,TRUE,TRUE
FJ190827-006,cf bimaculatus,cf bimaculatus,M,4.124395485,17.94805379,FALSE,FALSE,FALSE,TRUE
FJ190827-007,borealis,cf borealis,W,5.575,19.273,TRUE,TRUE,TRUE,TRUE
FJ190827-008,impatiens,cf impatiens,M,3.308709235,15.16810773,FALSE,FALSE,TRUE,TRUE
FJ190827-009,borealis,cf fervidus,W,4.507,19.801,TRUE,TRUE,TRUE,TRUE
FJ190827-010,bimaculatus,bimaculatus,W,4.201,17.666,TRUE,TRUE,TRUE,FALSE
FJ190827-011,vagans,,W,4.613,NA,FALSE,TRUE,TRUE,FALSE
FJ190827-012,rufocinctus,cf sandersoni,Q,6.445,24.203,TRUE,TRUE,TRUE,FALSE
FJ190827-013,bimaculatus,bimaculatus,W,4.783,21.404,TRUE,TRUE,TRUE,TRUE
FJ190827-014,impatiens,impatiens,W,4.804,17.507,TRUE,TRUE,TRUE,TRUE
FJ190827-015,impatiens,impatiens,W,4.49,18.872,TRUE,TRUE,TRUE,TRUE
FJ190827-016,impatiens,impatiens,W,4.533,16.274,TRUE,TRUE,TRUE,TRUE
FJ190827-017a,borealis,cf fervidus,W,4.891,21.755,TRUE,TRUE,TRUE,TRUE
FJ190827-017b,ternarius,ternarius,W,4.135707709,17.09948063,TRUE,TRUE,TRUE,TRUE
FJ190827-018,ternarius,ternarius,W,4.501412065,18.26159722,TRUE,TRUE,TRUE,TRUE
FJ190827-019,ternarius,ternarius,W,4.249313281,18.31611267,TRUE,TRUE,TRUE,TRUE
FJ190828-001,impatiens,impatiens,W,4.867,19.483,TRUE,TRUE,TRUE,TRUE
FJ190828-002,impatiens,impatiens,W,5.389,22.819,TRUE,TRUE,TRUE,TRUE
FJ190828-003,impatiens,impatiens,W,5.532358258,16.20993943,TRUE,TRUE,TRUE,TRUE
FJ190828-004,bimaculatus,bimaculatus,M,4.488,19.222,FALSE,TRUE,TRUE,TRUE
FJ190905-001,impatiens,impatiens,W,4.196,17.538,TRUE,TRUE,TRUE,TRUE
FJ190905-002,impatiens,impatiens,W,4.917,19.592,TRUE,TRUE,TRUE,TRUE
FJ190905-003,impatiens,impatiens,W,4.871,16.609,TRUE,TRUE,TRUE,TRUE
GFO190709-001,borealis,,Q,NA,NA,FALSE,TRUE,TRUE,TRUE
GSM220614-001,vagans,vagans,W,4.393601375,14.98672219,TRUE,TRUE,TRUE,TRUE
HFN190709-001,vagans,cf sandersoni,W,5.187088882,21.2387502,TRUE,FALSE,FALSE,TRUE
HFN190709-002,vagans,cf sandersoni,W,5.991,24.387,TRUE,TRUE,TRUE,FALSE
HHW230629-001,vagans,vagans,W,3.639758217,19.0642442,TRUE,TRUE,TRUE,TRUE
JAL230713-001,borealis,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
JAL230713-002,vagans,vagans,W,3.511367239,11.9512451,TRUE,TRUE,TRUE,TRUE
JAL230713-003,vagans,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
JG170708-021,,cf fervidus,W,4.016,20.461,FALSE,TRUE,TRUE,FALSE
JG170712-014,vagans,,W,3.374,15.569,FALSE,TRUE,TRUE,FALSE
JG170712-015,bimaculatus,,W,3.509,14.813,FALSE,TRUE,TRUE,FALSE
JG170712-016,,cf sandersoni,W,3.475,16.948,FALSE,TRUE,TRUE,FALSE
JG170712-016b,bimaculatus,,W,3.564,17.2,FALSE,TRUE,TRUE,FALSE
JG170712-022,,cf fervidus,W,4.752,21.187,FALSE,TRUE,TRUE,FALSE
JG170712-024,,cf rufocinctus,W,3.715,16.219,FALSE,TRUE,TRUE,FALSE
JG170712-026,ternarius,,W,3.674,16.935,FALSE,TRUE,TRUE,FALSE
JG170712-026b,vagans,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
JG170712-027,vagans,,W,3.422,16.524,FALSE,TRUE,TRUE,FALSE
JG170712-028,borealis,,W,4.452,21.178,FALSE,TRUE,TRUE,FALSE
JG170712-047,vagans,,W,3.459,14.579,FALSE,TRUE,TRUE,FALSE
JG170712-049,borealis,,W,4.565,21.055,FALSE,TRUE,TRUE,FALSE
JG170712-050,bimaculatus,,W,4.897,20.014,FALSE,TRUE,TRUE,FALSE
JG170712-058,,cf perplexus,W,3.615,16.943,FALSE,TRUE,TRUE,FALSE
JG170712-062,vagans,,W,3.946,17.533,FALSE,TRUE,TRUE,FALSE
JG170712-063,bimaculatus,,W,3.943,20.756,FALSE,TRUE,TRUE,FALSE
JG170801-048,impatiens,,Q,4.206,23.165,FALSE,TRUE,TRUE,FALSE
JG170804-073,bimaculatus,,W,3.92,18.612,FALSE,TRUE,TRUE,FALSE
JG170804-074,bimaculatus,,W,5.082,20.955,FALSE,TRUE,TRUE,FALSE
JG170804-076,ternarius,,W,3.559,14.238,FALSE,TRUE,TRUE,FALSE
JG170804-077,ternarius,,W,3.635,14.955,FALSE,TRUE,TRUE,FALSE
JG170804-078,impatiens,,W,3.862,16.263,FALSE,TRUE,TRUE,FALSE
JG190804-035,terricola,,W,4.077,16.658,FALSE,TRUE,TRUE,FALSE
JL190610-040,impatiens,,Q,7.302,29.771,FALSE,TRUE,TRUE,FALSE
JL190610-041,impatiens,,Q,6.638,31.54,FALSE,TRUE,TRUE,FALSE
JL190612-001,bimaculatus,,W,3.556,16.008,FALSE,TRUE,TRUE,FALSE
JL190612-003,griseocollis,,Q,5.694,25.568,FALSE,TRUE,TRUE,FALSE
JL190619-001,ternarius,ternarius,W,4.262662477,17.73905489,TRUE,TRUE,TRUE,FALSE
JL190619-002,ternarius,ternarius,W,4.022332718,17.46983835,TRUE,TRUE,TRUE,FALSE
JL190619-003,ternarius,,Q,6.293,27.034,FALSE,TRUE,TRUE,TRUE
JL190619-004,terricola,,Q,7.227,28.575,FALSE,TRUE,TRUE,FALSE
JL190619-005,ternarius,,Q,6.027,23.963,FALSE,TRUE,TRUE,FALSE
JL190619-006,borealis,cf borealis,W,6.146,26.31,TRUE,TRUE,TRUE,FALSE
JL190619-007,ternarius,ternarius,W,4.106724036,17.37801013,TRUE,TRUE,TRUE,FALSE
JL190619-008,terricola,terricola,W,3.935366082,18.9588665,TRUE,TRUE,TRUE,FALSE
JL190619-009,bimaculatus,bimaculatus,W,4.33,20.745,TRUE,TRUE,TRUE,FALSE
JL190619-010,ternarius,ternarius,W,4.088422893,16.95784212,TRUE,TRUE,TRUE,FALSE
JL190627-001,bimaculatus,bimaculatus,W,3.832,13.861,TRUE,TRUE,TRUE,TRUE
JL190627-002,impatiens,impatiens,W,4.002,15.244,TRUE,TRUE,TRUE,TRUE
JL190628-001,ternarius,ternarius,W,3.872695844,16.20474329,TRUE,TRUE,TRUE,FALSE
JL190628-002,terricola,terricola,W,3.907283908,15.35557616,TRUE,TRUE,TRUE,FALSE
JL190628-003,borealis,cf borealis,Q,6.891,21.805,TRUE,TRUE,TRUE,FALSE
JL190628-005,bimaculatus,bimaculatus,W,4.798,21.216,TRUE,TRUE,TRUE,FALSE
JL190628-006,terricola,terricola,W,4.984433529,20.36877489,TRUE,TRUE,TRUE,FALSE
JL190703-001,vagans,,Q,5.19,21.859,TRUE,TRUE,TRUE,TRUE
JL190703-002,vagans,cf vagans,W,3.701778698,17.02627191,TRUE,TRUE,TRUE,FALSE
JL190703-003,bimaculatus,bimaculatus,W,3.778,17.016,TRUE,TRUE,TRUE,TRUE
JL190703-004a,bimaculatus,bimaculatus,W,4.23,16.349,FALSE,TRUE,TRUE,TRUE
JL190703-004b,vagans,cf vagans,W,4.305259534,16.75474852,TRUE,TRUE,TRUE,TRUE
JL190703-005,ternarius,ternarius,W,4.042851311,17.13522261,TRUE,TRUE,TRUE,TRUE
JL190703-006,ternarius,ternarius,W,3.670808725,19.99203011,TRUE,TRUE,TRUE,TRUE
JL190703-007,bimaculatus,bimaculatus,W,4.382,19.435,TRUE,TRUE,TRUE,TRUE
JL190703-008,bimaculatus,bimaculatus,W,4.687,20.537,TRUE,TRUE,TRUE,TRUE
JL190703-009,terricola,terricola,W,5.502543927,16.73642106,TRUE,TRUE,TRUE,TRUE
JL190703-010,terricola,terricola,W,4.718791544,18.94342794,TRUE,TRUE,TRUE,TRUE
JL190703-011,ternarius,ternarius,W,3.310388184,16.55741627,TRUE,TRUE,TRUE,TRUE
JL190703-012,bimaculatus,bimaculatus,W,4.266742429,17.05137942,TRUE,FALSE,FALSE,TRUE
JL190703-013,bimaculatus,bimaculatus,W,3.703,16.239,TRUE,TRUE,TRUE,TRUE
JL190705-003,impatiens,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
JL190709-003,,cf vagans,W,NA,NA,FALSE,FALSE,FALSE,TRUE
JL190710-001,perplexus,cf vagans,W,4.421286347,20.69498476,TRUE,TRUE,TRUE,TRUE
JL190710-002,impatiens,impatiens,W,4.654,17.04,TRUE,TRUE,TRUE,TRUE
JL190710-005,vagans,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
JL190711-001,ternarius,ternarius,W,3.664677013,16.55421453,TRUE,TRUE,TRUE,TRUE
JL190711-002,ternarius,ternarius,W,4.443,18.35,TRUE,TRUE,TRUE,TRUE
JL190711-003,terricola,terricola,W,4.315631366,13.10491071,TRUE,TRUE,TRUE,TRUE
JL190711-004,terricola,terricola,W,5.257,20.198,TRUE,TRUE,TRUE,TRUE
JL190711-005,terricola,terricola,W,4.720923671,22.71402858,TRUE,TRUE,TRUE,TRUE
JL190711-006,terricola,terricola,W,4.685130041,17.8666108,TRUE,TRUE,TRUE,TRUE
JL190711-007,bimaculatus,bimaculatus,W,4.301403172,15.13310399,TRUE,TRUE,TRUE,TRUE
JL190711-008,vagans,cf sandersoni,M,4.345,16.612,TRUE,TRUE,TRUE,TRUE
JL190716-001,ternarius,ternarius,W,3.739446411,15.73362433,TRUE,TRUE,TRUE,TRUE
JL190716-002,ternarius,ternarius,W,3.820895522,15.21150733,TRUE,TRUE,TRUE,TRUE
JL190716-003,vagans,cf vagans,W,3.715591025,14.96202854,TRUE,TRUE,TRUE,TRUE
JL190716-004,impatiens,,W,4.095,15.643,FALSE,TRUE,TRUE,TRUE
JL190716-005a,bimaculatus,,W,3.739,14.166,TRUE,TRUE,TRUE,TRUE
JL190716-005b,vagans,cf vagans,W,NA,NA,TRUE,FALSE,FALSE,FALSE
JL190716-006,ternarius,ternarius,W,4.026626016,18.77887119,TRUE,TRUE,TRUE,TRUE
JL190716-007,ternarius,ternarius,W,3.496858609,16.17474716,TRUE,TRUE,TRUE,TRUE
JL190716-008,ternarius,ternarius,W,3.983727938,15.80038517,TRUE,TRUE,TRUE,TRUE
JL190716-009,ternarius,ternarius,W,4.842972418,20.16493871,TRUE,TRUE,TRUE,TRUE
JL190716-010,bimaculatus,,M,4.843,20.165,FALSE,TRUE,TRUE,TRUE
JL190716-011,impatiens,impatiens,W,4.784,19.024,TRUE,TRUE,TRUE,TRUE
JL190716-012,impatiens,impatiens,W,4.413,17.944,TRUE,TRUE,TRUE,TRUE
JL190718-001,vagans,,M,NA,NA,FALSE,TRUE,TRUE,FALSE
JL190718-002,vagans,cf vagans,M,4.111,17.049,TRUE,TRUE,TRUE,TRUE
JL190724-001,terricola,terricola,W,4.903914796,17.44882568,TRUE,TRUE,TRUE,FALSE
JL190724-002,ternarius,ternarius,W,4.415349985,15.25223119,TRUE,TRUE,TRUE,TRUE
JL190724-003,bimaculatus,bimaculatus,W,4.657,18.392,TRUE,TRUE,TRUE,TRUE
JL190724-004,ternarius,ternarius,W,3.95985727,16.12122515,TRUE,TRUE,TRUE,TRUE
JL190724-005,ternarius,ternarius,W,3.351557083,15.71945997,TRUE,TRUE,TRUE,TRUE
JL190724-006,vagans,cf vagans,W,3.794047963,17.40393428,TRUE,TRUE,TRUE,TRUE
JL190731-001,impatiens,impatiens,W,4.298,16.8,TRUE,TRUE,TRUE,TRUE
JL190731-002,impatiens,impatiens,W,4.933,18.322,TRUE,TRUE,TRUE,TRUE
JL190731-003,impatiens,impatiens,W,5.028,19.64,TRUE,TRUE,TRUE,TRUE
JL190731-004,bimaculatus,bimaculatus,W,5.139,19.413,TRUE,TRUE,TRUE,TRUE
JL190731-005,bimaculatus,bimaculatus,W,4.693,18.362,TRUE,TRUE,TRUE,TRUE
JL190806-001,vagans,,M,5.057,18.824,TRUE,TRUE,TRUE,TRUE
JL190806-002,bimaculatus,,M,4.674,19.663,FALSE,TRUE,TRUE,TRUE
JL190806-004,bimaculatus,bimaculatus,W,4.297,19.267,TRUE,TRUE,TRUE,TRUE
JL190806-005,impatiens,impatiens,W,4.924,21.444,TRUE,TRUE,TRUE,TRUE
JL190806-006,impatiens,impatiens,W,4.263,17.707,TRUE,TRUE,TRUE,TRUE
JL190806-007,impatiens,,W,NA,21.907,TRUE,TRUE,TRUE,TRUE
JL190806-008,bimaculatus,bimaculatus,W,4.767,19.691,TRUE,TRUE,TRUE,TRUE
JL190809-001,ternarius,ternarius,W,3.54655647,14.08792134,TRUE,TRUE,TRUE,TRUE
JL190809-002,ternarius,ternarius,W,3.842310846,16.64336896,TRUE,TRUE,TRUE,TRUE
JL190809-003,vagans,cf vagans,W,4.117207916,16.33525713,TRUE,TRUE,TRUE,TRUE
JL190809-004,ternarius,ternarius,W,3.717006783,15.09278439,TRUE,TRUE,TRUE,TRUE
JL190809-005,vagans,cf vagans,W,4.207972083,17.80338638,TRUE,TRUE,TRUE,TRUE
JL190809-006,ternarius,ternarius,W,3.891659445,17.38042159,TRUE,TRUE,TRUE,TRUE
JL190809-007,ternarius,ternarius,W,3.397214956,13.43358148,TRUE,TRUE,TRUE,TRUE
JL190809-008,ternarius,ternarius,M,3.945,16.841,TRUE,TRUE,TRUE,TRUE
JL190809-009,ternarius,,W,3.61,14.125,FALSE,TRUE,TRUE,TRUE
JL190809-010,bimaculatus,,M,5.013,20.075,FALSE,TRUE,TRUE,TRUE
JL190809-011,bimaculatus,,M,4.489,18.512,FALSE,TRUE,TRUE,TRUE
JL190809-012,ternarius,ternarius,Q,5.08737852,19.15343269,TRUE,FALSE,FALSE,TRUE
JL190827-010,bimaculatus,,W,NA,NA,FALSE,FALSE,FALSE,TRUE
JL190905-001,impatiens,,M,4.776,18.741,FALSE,TRUE,TRUE,TRUE
JL190910-001,impatiens,impatiens,W,5.015,19.538,TRUE,TRUE,TRUE,TRUE
JL200920-003,impatiens,,M,NA,NA,FALSE,FALSE,FALSE,TRUE
JLS180814-001,borealis,,Q,7.15,34.143,FALSE,TRUE,TRUE,FALSE
JLS180814-018,borealis,,M,4.497,23.227,FALSE,TRUE,TRUE,FALSE
JMS190709-001,vagans,cf vagans,W,3.869364213,17.91755483,TRUE,TRUE,TRUE,TRUE
LMB190709-001,vagans,cf sandersoni,W,5.736,22.369,TRUE,TRUE,TRUE,TRUE
LMB190715-001,bimaculatus,bimaculatus,W,5.107,22.65,TRUE,TRUE,TRUE,TRUE
LSK230629-001,vagans,cf vagans,W,3.59212732,19.56521765,TRUE,TRUE,TRUE,TRUE
MEM230629-002,vagans,,W,4.350602845,17.80883865,TRUE,TRUE,TRUE,TRUE
MEM230629-003,borealis,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
MEM230630-002,griseocollis,griseocollis,W,5.374129788,17.09351065,TRUE,TRUE,TRUE,TRUE
MEM230630-005,impatiens,,W,NA,14.49105315,FALSE,TRUE,TRUE,TRUE
MEM230630-007,impatiens,,W,4.050094319,14.11875286,TRUE,TRUE,TRUE,TRUE
MEM230630-009,griseocollis,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
MEM230726-001,impatiens,,W,4.716472586,17.29960562,FALSE,TRUE,TRUE,TRUE
MEM230726-002,impatiens,,W,3.967836797,13.6675731,TRUE,TRUE,TRUE,TRUE
MEM230726-003,impatiens,cf impatiens,W,3.991389128,14.45457845,TRUE,TRUE,TRUE,TRUE
MEM230802-001,impatiens,,W,3.86691683,17.43689065,TRUE,TRUE,TRUE,TRUE
MEM230802-002,bimaculatus,,M,3.592537046,17.12936339,FALSE,TRUE,TRUE,TRUE
MEM230802-003,impatiens,,W,2.587656092,16.28725494,TRUE,TRUE,TRUE,TRUE
MEM230802-004,bimaculatus,,M,4.486164418,14.69219935,FALSE,TRUE,TRUE,TRUE
MEM230802-006,bimaculatus,,M,3.694287558,15.82931485,FALSE,TRUE,TRUE,TRUE
MEM230802-008,bimaculatus,,M,3.831334077,16.83434674,FALSE,TRUE,TRUE,TRUE
MEM230802-010,bimaculatus,,M,4.212986818,16.23157419,FALSE,TRUE,TRUE,FALSE
MEM230802-011,impatiens,,W,3.144368685,15.14849582,TRUE,TRUE,TRUE,TRUE
MEM230802-012,bimaculatus,,M,4.374585858,16.37397721,FALSE,TRUE,TRUE,TRUE
MEM230802-014,impatiens,,W,4.351428139,18.7713002,TRUE,TRUE,TRUE,TRUE
MEM230802-015,bimaculatus,,M,3.363318433,14.27046293,FALSE,TRUE,TRUE,TRUE
MEM230809-001,impatiens,,W,4.310328248,19.53602102,TRUE,TRUE,TRUE,TRUE
MEM230809-002,bimaculatus,,M,4.103733063,18.89307,FALSE,TRUE,TRUE,TRUE
MEM230809-003,bimaculatus,,M,4.626709235,18.92350018,FALSE,TRUE,TRUE,TRUE
MM190709-001,vagans,cf vagans,W,3.793166626,17.83949057,TRUE,TRUE,TRUE,TRUE
MPS180619-010,impatiens,,W,4.263,18.333,FALSE,TRUE,TRUE,FALSE
MPS180619-011,impatiens,,W,3.737,15.297,FALSE,TRUE,TRUE,TRUE
MPS180619-012,bimaculatus,,W,4.59,18.495,FALSE,TRUE,TRUE,FALSE
MPS180619-013,bimaculatus,,W,4.551,17.999,FALSE,TRUE,TRUE,FALSE
MT190709-001,vagans,cf vagans,W,4.033774699,18.34809751,TRUE,TRUE,TRUE,FALSE
MY180615-001,bimaculatus,,W,4.534,17.364,FALSE,TRUE,TRUE,FALSE
MY180615-002,ternarius,,Q,5.868,25.19,FALSE,TRUE,TRUE,FALSE
MY180615-005,ternarius,,W,3.76,15.754,FALSE,TRUE,TRUE,TRUE
MY180615-006,terricola,,W,4.648,18.937,FALSE,TRUE,TRUE,FALSE
MY180615-007,terricola,,W,4.926,20.021,FALSE,TRUE,TRUE,TRUE
MY180615-009,bimaculatus,,W,4.396,19.455,FALSE,TRUE,TRUE,FALSE
MY180615-011,bimaculatus,,W,5.438,25.024,FALSE,TRUE,TRUE,FALSE
MY180615-013,terricola,,W,4.282,19.337,FALSE,TRUE,TRUE,TRUE
MY180616-001,impatiens,,Q,5.246693048,NA,FALSE,TRUE,TRUE,FALSE
MY180616-002,bimaculatus,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
MY180616-003,bimaculatus,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
MY180616-003a,bimaculatus,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
MY180616-004,ternarius,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
MY180619-001,vagans,,W,3.768,15.597,FALSE,TRUE,TRUE,TRUE
MY180619-005,vagans,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
MY180619-020,bimaculatus,,W,4.381,17.403,FALSE,TRUE,TRUE,FALSE
MY180619-022,bimaculatus,,W,4.415,19.354,FALSE,TRUE,TRUE,FALSE
MY180621-001,bimaculatus,,W,4.409,18.059,FALSE,TRUE,TRUE,FALSE
MY180621-005,impatiens,,W,4.41,NA,FALSE,TRUE,TRUE,FALSE
MY180622-002,bimaculatus,,W,4.598,19.218,FALSE,TRUE,TRUE,TRUE
MY180622-003,bimaculatus,,W,NA,19.949,FALSE,TRUE,TRUE,FALSE
MY180622-005,ternarius,,W,4.436,19.968,FALSE,TRUE,TRUE,TRUE
MY180626-001,vagans,,W,NA,14.49,FALSE,TRUE,TRUE,TRUE
MY180626-002,ternarius,,W,3.498,15.669,FALSE,TRUE,TRUE,TRUE
MY180626-003,vagans,,Q,5.611,24.009,FALSE,TRUE,TRUE,TRUE
MY180626-004,bimaculatus,,W,4.413,19.476,FALSE,TRUE,TRUE,FALSE
MY180626-005,ternarius,,W,4.31,16.552,FALSE,TRUE,TRUE,FALSE
MY180626-006,ternarius,,W,3.517,14.723,FALSE,TRUE,TRUE,TRUE
MY180626-007,bimaculatus,,W,4.09,18.053,FALSE,TRUE,TRUE,FALSE
MY180626-008,vagans,,W,4.402,17.646,FALSE,TRUE,TRUE,TRUE
MY180629-001,vagans,,W,3.889,15.896,FALSE,TRUE,TRUE,TRUE
MY180629-002,vagans,,W,3.806,14.248,FALSE,TRUE,TRUE,TRUE
MY180629-003,vagans,,W,3.606,16.166,FALSE,TRUE,TRUE,TRUE
MY180629-004,vagans,,W,4.223,16.797,FALSE,TRUE,TRUE,FALSE
MY180703-002,terricola,,W,4.835,18.503,FALSE,TRUE,TRUE,TRUE
MY180703-003,terricola,terricola,W,4.326,21.877,TRUE,TRUE,TRUE,TRUE
MY180703-004,terricola,,W,5.168,20.046,FALSE,TRUE,TRUE,TRUE
MY180703-005,terricola,terricola,W,4.56,18.668,TRUE,TRUE,TRUE,TRUE
MY180703-007,impatiens,,W,4.755,18.119,FALSE,TRUE,TRUE,TRUE
MY180703-008,vagans,,W,5.76,17.942,FALSE,TRUE,TRUE,FALSE
