specimen.id,species.det,provisional.species,caste,its.mm,body.length.mm,mouthparts,forewings,hindwings,legs
MY180711-001,bimaculatus,,W,4.58,21.301,FALSE,TRUE,TRUE,FALSE
MY180711-002,bimaculatus,,M,5.534,23.319,FALSE,TRUE,TRUE,FALSE
MY180711-003,bimaculatus,,W,3.571,17.587,FALSE,TRUE,TRUE,FALSE
MY180711-004,bimaculatus,,W,5.15,19.748,FALSE,TRUE,TRUE,FALSE
MY180711-005,bimaculatus,,M,4.36,19.567,FALSE,TRUE,FALSE,FALSE
MY180711-006,bimaculatus,,M,4.33,NA,FALSE,TRUE,TRUE,FALSE
MY180719-001,ternarius,,W,3.784,15.372,FALSE,TRUE,TRUE,FALSE
MY180719-002,ternarius,,W,3.642,15.251,FALSE,TRUE,TRUE,FALSE
MY180719-003,impatiens,,W,3.968,NA,FALSE,TRUE,TRUE,TRUE
MY180719-004,impatiens,,W,4.553,19.432,FALSE,TRUE,TRUE,FALSE
MY180719-005,ternarius,,W,3.843,16.677,FALSE,TRUE,TRUE,FALSE
MY180719-006,bimaculatus,,W,5.228,20.892,FALSE,TRUE,TRUE,FALSE
MY180719-007,ternarius,,W,3.326,13.58,FALSE,TRUE,TRUE,FALSE
MY180731-001,vagans,,W,2.888,NA,FALSE,TRUE,TRUE,TRUE
MY180731-003,vagans,,W,4.105,19.246,FALSE,TRUE,TRUE,TRUE
MY180802-001,vagans,,W,3.928,16.297,FALSE,TRUE,TRUE,TRUE
MY180802-002,borealis,,W,5.143,24.794,FALSE,TRUE,TRUE,TRUE
MY180802-004,ternarius,,W,3.739,16.151,FALSE,TRUE,TRUE,FALSE
MY180802-006,ternarius,,W,4.07,15.191,FALSE,TRUE,TRUE,FALSE
MY180802-007,ternarius,,W,3.284,15.238,FALSE,TRUE,TRUE,FALSE
MY180814-001,borealis,,M,5.247,22.935,FALSE,TRUE,TRUE,FALSE
MY180814-002,,cf rufocinctus,M,4.321,21.501,FALSE,TRUE,TRUE,FALSE
MY180814-003,vagans,,W,4.581,18.605,FALSE,TRUE,TRUE,FALSE
MY180814-005,borealis,,M,4.188,20.824,FALSE,TRUE,TRUE,FALSE
MY180814-007,vagans,,M,4.203,15.632,FALSE,TRUE,TRUE,FALSE
MY180814-008,impatiens,,M,5.746,24.437,FALSE,TRUE,TRUE,FALSE
MY180814-009,vagans,,W,4.21,18.82,FALSE,TRUE,TRUE,TRUE
MY180814-010,vagans,,W,4.626,17.748,FALSE,TRUE,TRUE,TRUE
MY180814-011,borealis,,M,4.833,22.862,FALSE,TRUE,TRUE,FALSE
MY180814-012,vagans,,M,4.473,19.161,FALSE,TRUE,TRUE,FALSE
MY180814-013,vagans,,M,4.361,19.494,FALSE,TRUE,TRUE,FALSE
MY180814-014,ternarius,,W,2.789,13.916,FALSE,TRUE,TRUE,FALSE
MY190522-001,bimaculatus,,Q,4.654392389,28.485,FALSE,TRUE,TRUE,FALSE
MY190522-002,bimaculatus,,Q,6.944,26.609,FALSE,TRUE,TRUE,FALSE
MY190522-003,bimaculatus,,Q,6.887,NA,FALSE,TRUE,TRUE,FALSE
MY190522-004,impatiens,,Q,7.148,NA,FALSE,TRUE,TRUE,FALSE
MY190522-005,bimaculatus,,Q,5.838,25.43,FALSE,TRUE,TRUE,FALSE
MY190522-006,impatiens,,Q,7.019,NA,FALSE,TRUE,TRUE,FALSE
MY190529-001,impatiens,,Q,6.566,27.796,FALSE,TRUE,TRUE,FALSE
MY190529-002,impatiens,,Q,6.092,20.65,FALSE,TRUE,TRUE,FALSE
MY190605-001,bimaculatus,,Q,7.155,NA,FALSE,TRUE,TRUE,FALSE
MY190605-004,impatiens,,Q,7.234,32.49,FALSE,TRUE,TRUE,FALSE
MY190612-001,bimaculatus,bimaculatus,W,3.896,16.404,TRUE,TRUE,TRUE,FALSE
MY190619-001,ternarius,,Q,6.728,28.37,FALSE,TRUE,TRUE,FALSE
MY190619-002,bimaculatus,bimaculatus,W,4.234,19.75,TRUE,TRUE,TRUE,FALSE
MY190619-003,ternarius,ternarius,W,3.506699781,15.86588249,TRUE,TRUE,TRUE,FALSE
MY190619-004,borealis,cf borealis,Q,6.926,27.454,TRUE,TRUE,TRUE,FALSE
MY190621-001,bimaculatus,bimaculatus,W,3.936,17.23,TRUE,TRUE,TRUE,FALSE
MY190621-002,bimaculatus,bimaculatus,W,4.216,18.265,TRUE,TRUE,TRUE,FALSE
MY190620-008,,cf vagans,M,NA,NA,FALSE,FALSE,FALSE,TRUE
MY190709-001,vagans,,W,NA,NA,FALSE,FALSE,FALSE,TRUE
NNK230629-001,impatiens,,W,4.423952122,20.55119577,TRUE,TRUE,TRUE,TRUE
NNK230713-001,vagans,vagans,W,3.576611867,11.35940226,TRUE,TRUE,TRUE,TRUE
NNK230713-002,vagans,vagans,W,3.600761168,12.16317835,TRUE,TRUE,TRUE,TRUE
NNK230730-003,vagans,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
OW220607-001,impatiens,,Q,6.25034527,27.53614524,FALSE,TRUE,TRUE,FALSE
OW220607-005,terricola,,Q,5.756804674,25.98411882,FALSE,TRUE,TRUE,FALSE
OW220614-001,impatiens,,Q,6.84033714,24.08074187,FALSE,TRUE,TRUE,TRUE
OW220614-002,bimaculatus,,Q,NA,NA,FALSE,TRUE,TRUE,TRUE
OW220614-008,vagans,vagans,W,4.850690891,13.3413321,TRUE,TRUE,TRUE,TRUE
OW220614-012,bimaculatus,,W,3.822457692,15.13545951,TRUE,TRUE,TRUE,TRUE
OW220614-013,borealis,,Q,NA,NA,FALSE,TRUE,TRUE,TRUE
OW220614-014,impatiens,,Q,NA,NA,FALSE,TRUE,TRUE,TRUE
OW220614-015,griseocollis,griseocollis,W,4.496612614,15.50736438,TRUE,TRUE,TRUE,FALSE
OW220614-016,impatiens,impatiens,Q,5.787726667,26.54808639,TRUE,TRUE,TRUE,TRUE
OW220614-018,ternarius,ternarius,Q,6.105281139,24.58197832,TRUE,TRUE,TRUE,FALSE
OW220614-021,bimaculatus,cf,Q,6.778446759,24.8833514,TRUE,TRUE,TRUE,TRUE
OW220614-026,impatiens,impatiens,Q,7.255544247,27.88647811,TRUE,TRUE,TRUE,TRUE
OW220616-001,bimaculatus,,W,NA,15.30687058,FALSE,TRUE,TRUE,FALSE
OW220616-004,impatiens,,W,3.991660003,15.96954041,FALSE,TRUE,TRUE,FALSE
OW220616-005,bimaculatus,,W,3.95061344,16.98034403,FALSE,TRUE,TRUE,FALSE
OW220616-007,bimaculatus,,W,4.910900664,20.65929517,FALSE,TRUE,TRUE,FALSE
OW220616-008,bimaculatus,,W,4.138061884,17.05925596,FALSE,TRUE,TRUE,FALSE
OW220616-05,bimaculatus,bimaculatus,W,4.060044072,14.8035263,TRUE,FALSE,FALSE,FALSE
OW220616-07,bimaculatus,bimaculatus,W,4.863165236,16.66605715,TRUE,FALSE,FALSE,FALSE
OW220616-08,bimaculatus,bimaculatus,W,4.147567774,16.07217861,TRUE,FALSE,FALSE,FALSE
OW220620-001,impatiens,,Q,6.368257629,25.63555499,FALSE,TRUE,TRUE,FALSE
OW220620-003,impatiens,,Q,5.944544133,24.81344899,FALSE,TRUE,TRUE,FALSE
OW220620-004,griseocollis,griseocollis,W,4.911589636,17.97904929,TRUE,TRUE,TRUE,FALSE
OW220620-005,griseocollis,griseocollis,W,4.932951559,15.79438032,TRUE,TRUE,TRUE,FALSE
OW220620-006,griseocollis,griseocollis,W,4.486877401,18.86780739,TRUE,TRUE,TRUE,FALSE
OW220620-007,terricola,terricola,W,4.256037192,16.54136031,TRUE,TRUE,TRUE,FALSE
OW220621-003a,bimaculatus,bimaculatus,W,4.066343012,17.42602119,TRUE,TRUE,TRUE,FALSE
OW220621-003b,griseocollis,griseocollis,W,4.393616499,17.0279235,TRUE,TRUE,TRUE,FALSE
OW220621-004,griseocollis,griseocollis,W,4.627382001,17.49057979,TRUE,TRUE,TRUE,FALSE
OW220621-005,griseocollis,griseocollis,W,5.454621711,19.76318981,TRUE,TRUE,TRUE,FALSE
OW220629-001,griseocollis,griseocollis,W,3.924548376,16.72829313,TRUE,TRUE,TRUE,FALSE
OW220629-011,perplexus,cf perplexus,W,4.102015417,15.50079606,TRUE,TRUE,TRUE,FALSE
OW220708-002,ternarius,ternarius,W,3.722843425,12.59089763,TRUE,TRUE,TRUE,TRUE
OW220708-003,bimaculatus,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
OW220708-006,griseocollis,griseocollis,W,5.808049444,19.95852548,TRUE,FALSE,FALSE,FALSE
OW220708-006a,griseocollis,,W,4.540367649,18.60941055,FALSE,TRUE,TRUE,FALSE
OW220708-006b,impatiens,,W,3.938108913,13.83730648,FALSE,TRUE,TRUE,TRUE
OW220708-008,bimaculatus,,W,3.461193777,14.56010763,TRUE,TRUE,TRUE,TRUE
OW220708-009,bimaculatus,bimaculatus,W,2.999758261,14.39304616,TRUE,TRUE,TRUE,TRUE
OW220708-010,griseocollis,griseocollis,W,4.588338601,19.40895376,TRUE,TRUE,TRUE,FALSE
OW220708-011,bimaculatus,,W,4.73543665,16.63561662,FALSE,TRUE,TRUE,TRUE
OW220714-001,griseocollis,griseocollis,M,5.90852508,19.45173757,TRUE,TRUE,TRUE,FALSE
OW220714-002,griseocollis,griseocollis,W,4.641224781,19.3483097,TRUE,TRUE,TRUE,FALSE
OW220714-004,griseocollis,griseocollis,M,NA,19.73672582,TRUE,TRUE,TRUE,FALSE
OW220714-005,griseocollis,griseocollis,W,5.776192217,23.82110419,TRUE,TRUE,TRUE,FALSE
OW220714-008,griseocollis,griseocollis,W,3.277895161,13.86353277,TRUE,TRUE,TRUE,FALSE
OW220720-001,terricola,terricola,W,5.012134968,19.4815829,TRUE,TRUE,TRUE,FALSE
OW220720-004,griseocollis,griseocollis,W,4.147092574,17.05012218,TRUE,TRUE,TRUE,FALSE
OW220720-007,griseocollis,griseocollis,M,6.11295847,21.04898541,TRUE,TRUE,TRUE,FALSE
OW220720-008,griseocollis,griseocollis,M,6.243187335,19.2795945,TRUE,TRUE,TRUE,FALSE
OW220720-009,griseocollis,griseocollis,M,6.109593041,16.12650264,TRUE,TRUE,TRUE,FALSE
OW220720-010,griseocollis,griseocollis,M,5.035861117,21.70947448,TRUE,TRUE,TRUE,FALSE
OW220720-011,terricola,terricola,W,4.438924796,14.71285705,TRUE,TRUE,TRUE,FALSE
OW220720-012,terricola,terricola,W,4.926777836,17.20713042,TRUE,TRUE,TRUE,FALSE
OW220720-016,ternarius,ternarius,W,3.876460917,14.16990423,TRUE,TRUE,TRUE,FALSE
OW220728-003,griseocollis,griseocollis,M,NA,18.235219,TRUE,TRUE,TRUE,TRUE
OW220728-004,griseocollis,griseocollis,M,6.165322475,20.74330885,TRUE,TRUE,TRUE,TRUE
PF190610-014,vagans,,W,4.88,19.016,FALSE,TRUE,TRUE,FALSE
PF190610-015,vagans,,W,5.499,19.683,FALSE,TRUE,TRUE,FALSE
PF190610-027,,cf rufocinctus,W,NA,NA,FALSE,TRUE,TRUE,FALSE
PF190709-001,vagans,cf vagans,W,4.010070567,14.53396301,TRUE,TRUE,TRUE,TRUE
PF190709-002,vagans,cf vagans,W,4.109,15.937,TRUE,TRUE,TRUE,TRUE
PF190709-003,rufocinctus,cf rufocinctus,W,4.215,16.022,TRUE,TRUE,TRUE,TRUE
PF190709-005,impatiens,impatiens,W,4.582,18.822,TRUE,TRUE,TRUE,TRUE
PF190709-006,impatiens,impatiens,Q,6.963,31.95,TRUE,TRUE,TRUE,FALSE
PF190709-007,vagans,vagans,W,4.904,20.78,TRUE,TRUE,TRUE,TRUE
PF190709-008,bimaculatus,bimaculatus,W,4.552,21.459,TRUE,TRUE,TRUE,TRUE
PF190709-009,bimaculatus,bimaculatus,W,4.248,17.896,TRUE,TRUE,TRUE,TRUE
PF190718-001,vagans,cf vagans,W,4.130249978,16.25547884,TRUE,TRUE,TRUE,TRUE
PF190724-001,bimaculatus,bimaculatus,W,5.58,24.069,TRUE,TRUE,TRUE,TRUE
PF190724-002,impatiens,impatiens,W,4.788,20.199,TRUE,TRUE,TRUE,TRUE
PF190724-003,impatiens,impatiens,W,5.169,21.195,TRUE,TRUE,TRUE,TRUE
PF190724-004,impatiens,impatiens,W,4.091,16.165,TRUE,TRUE,TRUE,TRUE
PF190724-005,ternarius,ternarius,W,3.39,15.436,TRUE,TRUE,TRUE,TRUE
PF190724-006,vagans,cf vagans,W,4.272229783,18.97033069,TRUE,TRUE,TRUE,TRUE
PF190724-007,impatiens,,Q,6.784,29.974,FALSE,TRUE,TRUE,TRUE
PF190724-008,bimaculatus,bimaculatus,W,4.141,18.397,TRUE,TRUE,TRUE,TRUE
PRM190709-001,borealis,cf borealis,W,4.955,20.119,TRUE,TRUE,TRUE,TRUE
PS170709-067,bimaculatus,,W,3.966,16.991,FALSE,TRUE,TRUE,FALSE
REA230629-002,vagans,vagans,W,4.754597409,18.37087121,TRUE,TRUE,TRUE,TRUE
RGA190718-001,ternarius,ternarius,W,3.6,16.808,TRUE,TRUE,TRUE,TRUE
RLR230713-001,vagans,vagans,W,NA,13.19226271,TRUE,TRUE,TRUE,TRUE
TJ190529-001,impatiens,,W,7.424,33.812,FALSE,TRUE,TRUE,TRUE
TJ190530-003,impatiens,,Q,6.888,NA,FALSE,TRUE,TRUE,FALSE
TWAB180607-002,bimaculatus,,Q,NA,NA,FALSE,TRUE,FALSE,FALSE
TWM180607-003,bimaculatus,,Q,6.875,29.474,FALSE,TRUE,TRUE,FALSE
TWM180614-001,impatiens,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-003,impatiens,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-010,borealis,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-012,vagans,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-013,vagans,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-019,vagans,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-033,borealis,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-034,borealis,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-036,borealis,,Q,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-040,impatiens,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-054,bimaculatus,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-055,impatiens,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-056,bimaculatus,,Q,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-059,bimaculatus,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-060,,cf rufocinctus,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-061,bimaculatus,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-064,vagans,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-068,bimaculatus,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-070,terricola,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-072,bimaculatus,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-079,borealis,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-082,terricola,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-150,,cf rufocinctus,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-160,terricola,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-161,vagans,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-163,vagans,,W,NA,NA,FALSE,TRUE,FALSE,FALSE
TWM180614-167,vagans,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-170,,cf rufocinctus,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180615-001,ternarius,,Q,6.235,29.251,FALSE,TRUE,TRUE,FALSE
TWM180615-004,ternarius,,W,3.023,12.159,FALSE,TRUE,TRUE,TRUE
TWM180615-006,terricola,,W,4.451,18.171,FALSE,TRUE,TRUE,FALSE
TWM180615-009,bimaculatus,,W,3.302,15.579,FALSE,TRUE,TRUE,FALSE
TWM180615-010,impatiens,,Q,7.121,29.552,FALSE,TRUE,TRUE,FALSE
TWM180616-002,ternarius,,Q,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180616-003,ternarius,,Q,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180621-002,bimaculatus,,W,4.77,22.072,FALSE,TRUE,TRUE,FALSE
TWM180621-003,bimaculatus,,W,NA,15.109,FALSE,TRUE,TRUE,FALSE
TWM180622-002,bimaculatus,,W,4.616,19.302,FALSE,TRUE,TRUE,FALSE
TWM180626-002,bimaculatus,,W,4.799,20.615,FALSE,TRUE,TRUE,FALSE
TWM180626-004,bimaculatus,,W,4.527,18.451,FALSE,TRUE,TRUE,FALSE
TWM180626-005,bimaculatus,,W,4.618,18.01,FALSE,TRUE,TRUE,FALSE
TWM180626-006,ternarius,,W,4.171,17.149,FALSE,TRUE,TRUE,TRUE
TWM180626-007,ternarius,,W,4.085,16.671,FALSE,TRUE,TRUE,TRUE
TWM180626-008,vagans,,W,4.546,16.881,FALSE,TRUE,TRUE,TRUE
TWM180626-009,vagans,,W,4.216,18.513,FALSE,TRUE,TRUE,FALSE
TWM180626-010,vagans,,W,4.581,16.607,FALSE,TRUE,TRUE,TRUE
TWM180629-001,borealis,,W,5.061,20.22,FALSE,TRUE,TRUE,FALSE
TWM180629-003,vagans,,W,4.304,16.212,FALSE,TRUE,TRUE,FALSE
TWM180629-005,ternarius,,W,3.994,17.118,FALSE,TRUE,TRUE,FALSE
TWM180629-006,bimaculatus,,W,4.434,18.059,FALSE,TRUE,TRUE,FALSE
TWM180629-007,bimaculatus,,W,4.623,20.204,FALSE,TRUE,TRUE,FALSE
TWM180629-008,vagans,,W,3.209,16.176,FALSE,TRUE,TRUE,FALSE
TWM180629-009,vagans,,Q,5.918,25.381,FALSE,TRUE,TRUE,FALSE
TWM180703-001,terricola,,W,5.564,22.486,FALSE,TRUE,TRUE,TRUE
TWM180703-002,ternarius,,W,4.367,16.062,FALSE,TRUE,TRUE,FALSE
TWM180703-003,ternarius,,W,4.211,17.372,FALSE,TRUE,TRUE,FALSE
TWM180703-004,borealis,,W,5.321,22.154,FALSE,TRUE,TRUE,TRUE
TWM180703-005,borealis,,W,4.653,19.78,FALSE,TRUE,TRUE,FALSE
TWM180703-006,ternarius,,W,4.061,18.077,FALSE,TRUE,TRUE,FALSE
TWM180711-001,bimaculatus,,W,4.434,18.081,FALSE,TRUE,TRUE,FALSE
TWM180711-002,bimaculatus,,W,4.711,18.96,FALSE,TRUE,TRUE,FALSE
TWM180711-003,bimaculatus,,W,4.764,18.396,FALSE,TRUE,TRUE,FALSE
TWM180711-005,bimaculatus,,W,4.673,20.591,FALSE,TRUE,TRUE,FALSE
TWM180711-006,bimaculatus,,W,4.51,20.001,FALSE,TRUE,TRUE,FALSE
TWM180711-008,terricola,,M,3.997,16.974,FALSE,TRUE,TRUE,FALSE
TWM180711-009,terricola,,M,4.234,19.129,FALSE,TRUE,TRUE,FALSE
TWM180711-011,bimaculatus,,M,4.943,23.338,FALSE,TRUE,TRUE,FALSE
TWM180711-013,bimaculatus,,M,4.754,18.77,FALSE,TRUE,TRUE,FALSE
TWM180711-013b,,cf fervidus,M,4.685,18.654,FALSE,TRUE,TRUE,FALSE
TWM180711-014,impatiens,,W,4.966,19.73,FALSE,TRUE,TRUE,TRUE
TWM180711-015,vagans,,M,3.877,NA,FALSE,TRUE,TRUE,FALSE
TWM180711-016,bimaculatus,,M,4.625,21.243,FALSE,TRUE,FALSE,FALSE
TWM180711-017,,cf fervidus,M,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180719-001,impatiens,,W,4.288,18.585,FALSE,TRUE,TRUE,FALSE
TWM180719-002,bimaculatus,,M,4.695,20.975,FALSE,TRUE,TRUE,FALSE
TWM180719-003,bimaculatus,,W,4.067,19.895,FALSE,TRUE,TRUE,FALSE
TWM180719-004,ternarius,,W,3.011,15.093,FALSE,TRUE,TRUE,FALSE
TWM180719-005,ternarius,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180719-006,ternarius,,W,3.188,15.235,FALSE,TRUE,TRUE,FALSE
TWM180719-007,ternarius,,W,3.818,15.256,FALSE,TRUE,TRUE,FALSE
TWM180724-001,vagans,cf rufocinctus,W,4.16,19.658,FALSE,TRUE,TRUE,FALSE
TWM180724-002,terricola,,M,4.082,20.204,FALSE,TRUE,TRUE,FALSE
TWM180724-003,borealis,cf fervidus (M),W,4.583,21.22,FALSE,TRUE,TRUE,FALSE
TWM180724-004,fervidus,cf fervidus (M),W,4.714,19.628,FALSE,TRUE,TRUE,FALSE
TWM180724-006,bimaculatus,,M,4.053,21.131,FALSE,TRUE,TRUE,FALSE
TWM180724-007,bimaculatus,,M,4.537,20.198,FALSE,TRUE,TRUE,FALSE
TWM180724-008,vagans,,M,3.614,15.837,FALSE,TRUE,TRUE,FALSE
TWM180724-009,cf perplexus,,M,4.716,18.534,FALSE,TRUE,TRUE,FALSE
TWM180724-010,bimaculatus,,W,3.85,17.795,FALSE,TRUE,TRUE,FALSE
TWM180724-011,terricola,,M,4.252,20.159,FALSE,TRUE,TRUE,FALSE
TWM180724-012,borealis,cf fervidus (M),W,5.224,20.783,FALSE,TRUE,TRUE,FALSE
TWM180724-013,vagans,,M,3.967,16.394,FALSE,TRUE,TRUE,FALSE
TWM180724-014,borealis,cf fervidus (M),M,4.47,21.408,FALSE,TRUE,TRUE,FALSE
TWM180724-015,vagans,,M,4.218,17.936,FALSE,TRUE,TRUE,FALSE
TWM180724-016,borealis,,M,5.451,20.789,FALSE,TRUE,TRUE,FALSE
TWM180724-017,borealis,,M,5.171,20.27,FALSE,TRUE,TRUE,FALSE
TWM180724-018,vagans,cf rufocinctus,W,3.605,17.782,FALSE,TRUE,TRUE,FALSE
TWM180724-019,vagans,cf rufocinctus,M,3.475,16.733,FALSE,TRUE,TRUE,FALSE
TWM180724-020,vagans,,W,4.129,17.254,FALSE,TRUE,TRUE,FALSE
TWM180724-021,cf,cf fervidus (M),M,3.997,19.669,FALSE,TRUE,TRUE,FALSE
TWM180724-022,vagans,cf rufocinctus,W,4.376,16.646,FALSE,TRUE,TRUE,FALSE
TWM180724-023,borealis,,M,4.177,22.594,FALSE,TRUE,TRUE,FALSE
TWM180724-024,borealis,cf fervidus (M),M,4.917,22.404,FALSE,TRUE,TRUE,FALSE
TWM180724-026,bimaculatus,,M,5.005,20.911,FALSE,TRUE,TRUE,FALSE
TWM180724-026b,,cf perplexus,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180724-027,borealis,borealis,W,4.964,20.928,TRUE,TRUE,TRUE,TRUE
TWM180724-028,ternarius,,W,3.668,14.588,FALSE,TRUE,TRUE,FALSE
TWM180731-001,bimaculatus,,M,4.341,18.807,FALSE,TRUE,TRUE,FALSE
TWM180731-002,impatiens,,W,NA,NA,FALSE,TRUE,TRUE,TRUE
TWM180731-003,impatiens,,W,3.652,17.009,FALSE,TRUE,TRUE,TRUE
TWM180731-004,impatiens,,W,3.779,16.184,FALSE,TRUE,TRUE,TRUE
TWM180731-008,bimaculatus,,M,4.097,17.454,FALSE,TRUE,TRUE,FALSE
TWM180802-002,vagans,,W,3.985,18.422,FALSE,TRUE,TRUE,TRUE
TWM180802-002b,vagans,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180802-003,ternarius,,W,3.034703506,14.19946874,FALSE,TRUE,TRUE,FALSE
TWM180802-003b,vagans,,W,3.735,17.136,FALSE,TRUE,TRUE,FALSE
TWM180802-004,vagans,,M,3.579,14.586,FALSE,TRUE,TRUE,FALSE
TWM180802-005,ternarius,,W,3.721218335,15.494,FALSE,TRUE,TRUE,FALSE
TWM180802-006,borealis,,W,4.925,23.185,FALSE,TRUE,TRUE,TRUE
TWM180802-007,ternarius,,W,3.736,17.076,FALSE,TRUE,TRUE,FALSE
TWM180802-008,ternarius,,W,4.268,14.864,FALSE,TRUE,TRUE,FALSE
TWM180802-009,ternarius,,W,NA,16.616,FALSE,TRUE,TRUE,FALSE
TWM180802-010,ternarius,,W,3.254,14.384,FALSE,TRUE,TRUE,FALSE
TWM180808-003,borealis,,W,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180814-001,perplexus,cf perplexus,W,4.366,19.586,FALSE,TRUE,TRUE,FALSE
TWM180814-002,borealis,,W,4.934,20.144,FALSE,TRUE,TRUE,TRUE
TWM180814-003,borealis,borealis,W,4.327065606,16.35377318,TRUE,FALSE,FALSE,FALSE
TWM180814-004,perplexus,cf perplexus,M,4.169,19.753,FALSE,TRUE,FALSE,FALSE
TWM180814-014,vagans,,M,3.625,19.499,FALSE,TRUE,TRUE,FALSE
TWM180814-015,vagans,cf perplexus,W,4.649,19.922,FALSE,TRUE,TRUE,FALSE
TWM180814-016,impatiens,,W,4.827,18.687,FALSE,TRUE,TRUE,TRUE
TWM180814-017,ternarius,,W,3.837,14.921,FALSE,TRUE,TRUE,FALSE
TWM180814-018,ternarius,,W,2.946,15.82,FALSE,TRUE,TRUE,FALSE
TWM180824-005,borealis,,M,NA,NA,FALSE,TRUE,TRUE,FALSE
TWM180614-168,borealis,,W,NA,NA,FALSE,FALSE,TRUE,FALSE
TWM180626-001,vagans,,W,3.474102974,15.8429342,FALSE,FALSE,TRUE,FALSE
TWM180626-003,vagans,,W,NA,NA,FALSE,FALSE,TRUE,FALSE
DRA190720-004,vagans,,W,NA,NA,FALSE,FALSE,TRUE,FALSE
TWM180614-057,bimaculatus,,W,NA,NA,FALSE,FALSE,TRUE,FALSE